,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
842,Miriam Velozo,@mirivelo,2020-12-29,"Un acto para vacunar con algo que no es una vacuna y lo llaman epopeya, porque mas hijos de puta no se consigue. #YoNoMeVacuno",0
843,Roxana Kasper #SoyDel41,@roxanakasper,2020-12-29,"#YaSeVacunaron 
 #YoNoMeVacuno espero el Show que van a dar para tapar que hoy sale lo del aborto y como cagan a los Jubilados! Todo muy lindo en este País",0
844,María Laura Clancy,@MariaLauClancy,2020-12-29,"#YoNoMeVacuno Me dan la posibilidad de decidir sobre otras vidas para interrumpirlas voluntariamente, y no me dan voluntariamente la posibilidad de elegir NO VACUNARME.....UN HORROR CONTRA LOS DD HH.
A mi no me convencen de aplicármela, ya me informé bastante.",0
845,F E R,@El_F12,2020-12-29,"Vean a los del #YoNoMeVacuno como una excelente oportunidad para reducir la población mundial, deberían crear un documento donde quién renuncie a aplicarse la vacuna  también lo haga a acceder a los servicios de salud en caso de contraer el virus.",0
846,Moon Slayer|Ahora sin filtro,@SlayerBSP,2020-12-29,"#YoNoMeVacuno 

Alguien sabe porqué este hashtag?",0
847,trannygeek,@trannygeek,2020-12-29,"Yo si creo que más de uno NO debe vacunarse 
 #YoNoMeVacuno",0
848,:(,@_lostsouwul_,2020-12-29,"#YoNoMeVacuno porque la hpta vacuna nunca va a llegar, primero sale un nuevo virus antes de que el inútil que tenemos por presidente la traiga a Colombia",0
849,Ebrenc Republicà,@marhuendeeer,2020-12-29,"Los de #YoNoMeVacuno  de hoy, son los de #yamicuandometoca, de mañana.",0
850,DEXTER 007,@dextertequiere,2020-12-29,Al 2021 le pido que los del #YoNoMeVacuno lleven su decisión hasta el final,0
851,La Matancera AntiK,@martinezmerce18,2020-12-29,"Insólito 
#Rusia Las muertes por COVID-19 son  doble de las informadas por Moscú: ascienden a más de 116.000 víctimas desde abril
Y nosotros le compramos vacunas ?? 
Alberto Fernández anuncia con bombos y platillos que hoy empiezan a vacunar 
#YoNoMeVacuno",0
852,P i x u l a :),@barruseaburre,2020-12-29,Los que no os queréis vacunar no estáis bien de la chota y espero que no tengáis a alguien a vuestro alrededor de riesgo #YoNoMeVacuno,0
853,Ben-ito,@BenGeen1,2020-12-29,"Neta? Neta? 

Hay gente diciendo ""la pandemia es una mentira"" ""nos controlan"" ""van a hacer pruebas con nosotros"" 

¿Son tan, pero tan imbéciles para creer esas cosas? ¿Que sigue? ¿Ser terraplanistas? 

#YoNoMeVacuno",0
854,Carlos Daniel,@ultrabostero,2020-12-29,"En Tucumán explicaron que los aparatos que chequean la cadena de frío en las cajas de vacunas presentaron fallas y no se perdió la cadena de frío
En Rusia explicaron que los humanos que manejaron la distribución son una manga de aparatos 
#YoNoMeVacuno",0
855,daniel moreno mateus,@danielmats_,2020-12-29,#YoNoMeVacuno porque no tenémos vacuna en Colombia,0
856,Tis Interestelar,@Neferti_Tis,2020-12-29,La ketamina en las raves y el #YoNoMeVacuno en las redes.,0
857,Alexhan (artista y esas cosas),@Alexhan_Artist,2020-12-29,"Que todos los de #YoNoMeVacuno no se vacunen, la naturaleza hará el resto. Mejor para nosotros, desde luego.",0
858,Phablo,@Phablo16177361,2020-12-29,"#YoNoMeVacuno, la vacuna del COVID es un camelo.",0
859,Álvaro Ruf Galán,@alvaroruf97,2020-12-29,Gente asustada por aparecer en un listado de no vacunados mientras lo ponen en público con el #YoNoMeVacuno . Este país siempre puede dar un pasito más hacia la imbecilidad.,0
860,Placentur,@El_SexShop2021,2020-12-29,"#bondia este #29dicembre estoy alucinando con los #YoNoMeVacuno ¿pero estamos tontos, o qué cojones nos pasa? Parecemos subnormales, si nos confinan, por qué nos confinan. Si no hay vacuna, vaya mierda de gobierno, que hay vacuna? Pues no quiero. 

Esto es peor que un colegio!!",0
861,✯ Poder Obrero ✯,@Poder_Obrero,2020-12-29,"#YoNoMeVacuno
La vacunación contra el covid-19 debería ser obligatoria y a quien no quiera deberían darle 2 años castigo en un campo de trabajo.",0
862,Judaica Popular,@judaicapopular,2020-12-29,#YoNoMeVacuno pues mejor. La tuya para un inmigrante de los que llegan en patera. O para una mujer maltratada. O para alguien del colectivo LGTBI. O para un Saharaui. O para alguien sin recursos. O se reenvía a Somalia...,0
863,Mise en place,@Sanchez_6845,2020-12-29,#YoNoMeVacuno ¿Una vacuna que modifica el ADN....? A mí que me lo explique Pasteur....,0
864,Joby McArrow,@JobyMcArrow,2020-12-29,"A los del #YoNoMeVacuno, yo les quitaba la Seguridad Social en caso de Covid.",0
865,Alberto Hdez. Sande,@AlbertoHdezS,2020-12-29,La economía mundial se ha parado (poca cosa). Todos los gobiernos empiezan vacunación. Las vacunas se han administrado ya y se han probado en cientos de miles de personas. Y tenemos a los del #YoNoMeVacuno diciendo que no se fían o que es una conspiración...,0
866,Howard Ramirez,@hramirezvill,2020-12-29,#YoNoMeVacuno jajaja en Colombia nadie se vacuna porque por ahora no van a llegar. A este gobierno todo le queda grande,0
867,Ignaciomroa,@ignaciomroa,2020-12-29,#YoNoMeVacuno o quizás sí.,0
868,Flopidibabidibu,@Flopidibabidibu,2020-12-29,"Ustedes se cagan en toda la comunidad científica y en los médicos que trabajaron día sí y día también durante esta puta pandemia para frenar la curva y buscar una vacuna. Si no se la quieren poner, no lo hagan, pero no mientan ni desinformen. #yonomevacuno",0
869,Ángela Pérez,@angelaperezga,2020-12-29,Me da vergüenza de que este hashtag exista #YoNoMeVacuno,0
870,MaZ Republicà,@MazRepublic,2020-12-29,"levantarse con el hashtag: #YoNoMeVacuno 
La Funeraria  ‘los Negacionistas convencidos’ os desea Feliz Año.",0
871,Iwanko,@iwanko_trad,2020-12-29,"O sea, la cosa es:

""Quiero vacuna ya""
*te dan la vacuna*
*sale algo mal*
""Joder pues #YoNoMeVacuno""

Inhumanos impacientes y encima tiquismiquis.",0
872,Joel Miller,@MeriitocraciaRM,2020-12-29,"#YoNoMeVacuno un # que reune a todos los síndromes de down de twitter
Ni media neurona entre todos",0
873,Andreaa,@uelesachetoo,2020-12-29,Que esté en tendencia el hashtag #YoNoMeVacuno me hace perder la fe en la humanidad,0
874,MURCIA MILICIANA ¡Acho!,@MiliciaMurcia,2020-12-29,"50122 muertos y aúntenemos subnormales con el #YoNoMeVacuno.

Poco nos pasa.",0
875,tomillo,@tom_baeza,2020-12-29,"#YoNoMeVacuno la vacuna no evitara que lo pilles o que lo contagies a tu familia o demas personas, dicho por los ``expertos´´ entonces para que vale esta vacuna? hay que ser retrasado mental para ponerse ese experimento.",0
876,tomillo,@tom_baeza,2020-12-29,#YoNoMeVacuno vacunas experimentales? no gracias,0
877,yo,@todossomosimpre,2020-12-29,"Todos los tontos diciendo q no se vacunan, pero quién te va querer controlar a ti si eres gilipollas 
#YoNoMeVacuno",0
878,Nelo Bacora i Mustieles,@nelobacoraim,2020-12-29,Siento inmensa alegría de que los del #YoNoMeVacuno no se quieran vacunar. ¡A más tocaremos! ¡A ver si hay suerte y nos libramos de ellos!,0
879,Milya,@yamil150,2020-12-29,"Nos salta el alerta de que está todo bien.

#YoNoMeVacuno",0
880,あK-bron!3,@ArigatoCabron3,2020-12-29,Oh vaya muchos traseros que patear  #YoNoMeVacuno,0
881,sebastian jaramillo,@sebastian_654,2020-12-29,#YoNoMeVacuno ¿y a nosotros que nos importa ? Mas vacunas para gente que la necesita.,0
882,Victor,@Victor3018hoy,2020-12-29,"No se molesten por mi, #YoNoMeVacuno ",0
883,Andrea RG,@handrii9,2020-12-29,Si los antivacuna están aquí hoy y pueden decir #YoNoMeVacuno es porque sus padres les vacunaron. Punto.,0
884,ᴄʜɪʟʟᴀᴄʜɪʟᴇɴᴏ,@chillachileno,2020-12-29,"A los de #YoNoMeVacuno. 
La verdad nos vale Verga. 
No los hace más importantes, interesantes o inteligentes. ",0
885,Scars&Scales,@Montecristo9219,2020-12-29,#YoNoMeVacuno porque no me da la puta gana... Se llama libertad y punto.,0
886,"hye
semi ia",@iMIKANT_T,2020-12-29,#YoNoMeVacuno q les pasa,0
887,Ernesto Camacho,@ErnestoSanki,2020-12-29,"Resulta perturbador q un grupo d investigadores estén expresando su preocupación x el hecho dq algunas d las farmacéuticas candidatas a desarrollar la #vacuna contra el #COVID19 podrían poner a ciertas personas en mayor riesgo d contraer VIH,el virus q causa el SIDA #YoNoMeVacuno",0
888,Hex G3! Arts - #AskForCommish,@HexG3_Arts,2020-12-29,"#YoNoMeVacuno 

Bien, bien, bien... así nos queda más oxígeno en la Tierra a los que queremos vivir. Qué bueno que vacunarse no será obligatorio en Colombia.",0
889,RICHARD A GUEVARA,@navajo_r,2020-12-29,"#YoNoMeVacuno Resulta muy triste ver a unos cuantos trivializando algo tan delicado y demoledor, sencillamente porque no lo han padecido. Les sería de mucha utilidad, averiguar el sufrimiento de los que han contraído el virus y sus familias, para tratar el tema con más altura...",0
890,Ernesto Camacho,@ErnestoSanki,2020-12-29,"Los efectos secundarios son comunes en los ensayos.
El 1 de octubre de 2020, CNBC publicó un reporte que analiza las experiencias de cinco participantes en los ensayos de las #vacunas de #Moderna y #Pfizer contra el #SARSCoV2 ...

#COVIDー19 #YoNoMeVacuno",0
891,Juan Smart,@C25927,2020-12-29,"Increíble escuchar 7 x 24 a los ""periodistas"" y ""especialistas"" hablar de la #VacunaRusa sin saber. SIN SABER.
#PaisIgnorante
Si sabes leer y buscar en Google y en Youtube, con 30' te alcanza.
Es Hoy
#Chantas
#YoMeVacuno 
#YoNoMeVacuno 
Cuánto estarán robando? #Incalculable",0
892,⊗,@b00101010_42,2020-12-29,#YoNoMeVacuno hasta que no llegue el 6G,0
893,⊗,@b00101010_42,2020-12-29,#YoNoMeVacuno hoy. Ya mañana sieso,0
894,Libni Vargas,@Lib1123,2020-12-29,"Los #YoNoMeVacuno, me muestran por favor su maestría o doctorado en virología, o su pregrado en microbiología o biología...
¿No? 
Por lo menos muestren las notas de biología del colegio, a ver si por lo menos saben diferenciar entre una célula eucariota de una procariota.",0
895,Ernesto Camacho,@ErnestoSanki,2020-12-29,"El Dr. Eli Perencevich, profesor de medicina interna y epidemiología de la Universidad de Iowa Health Care, sugirió que los trabajadores esenciales deben recibir tres días de licencia después de recibir la #vacuna ...

#COVID19 #SARSCoV2 #YoNoMeVacuno #FelizLunes",0
896,Shinningmiri,@shinningmiri,2020-12-29,"La gente del #YoNoMeVacuno
luego #NoVayanAlHospital",0
897,Ernesto Camacho,@ErnestoSanki,2020-12-29,"De manera inquietante, están manipulando a las personas para que consideren los efectos secundarios de la vacunación como algo natural al nombrar las reacciones adversas como ""respuestas inmunes"".

#vacuna #SARSCoV2 #COVID19 #YoNoMeVacuno",0
898,KuramaVirus ,@kevin_uchiha01,2020-12-29,"An comido chunchuyo en el centro, an comido chuzo y lechona en un estadio, an tomado cherrinol, mozcatel o tequimon en rumbas.. 
incluso se an comidió a la yuyeimi todos borrachos y ahora salen con la pendejada de #YoNoMeVacuno 
No me crean tan aguacate ",0
899,Maxi,@MaxiThe_Artist,2020-12-29,#YoNoMeVacuno Si ustedes no se vacunan vamos a morir mas rapido boludos ;v,0
900,Una perra sorprendente,@Pipeaml,2020-12-29,"Me encanta ver como dicen #YoNoMeVacuno, me dan esperanzas de ponerme la vacuna más rápido.",0
901,Nelson Rubio,@NelsonRubi0,2020-12-29,"Ay que estar de Coña para querer vacunarse, sabiendo que vas a quedar estéril y otros efectos secundarios que no imagináis, y seguirás llevando la mascarilla y el distanciamiento y cuarentenas seguirán, por el bien de todos ya hay que DESPERTAR!!!!!
#YoNoMeVacuno",0
902,Oscar Yllescas,@oscaryllescasm,2020-12-29,Seguramente son los #Fachos que andan con el #YoNoMeVacuno,0
903,La verdad real e historica,@Laverdadrealeh1,2020-12-29,no se vacunen Derechangos y dejen de mamar #YoNoMeVacuno,0
904,Felipe,@Pipe_Pai,2020-12-29,"#YoNoMeVacuno 

att: los vacunados",0
905,Ernesto Camacho,@ErnestoSanki,2020-12-29,En 2015 se publicó un documento sobre las consecuencias para la salud d las vacunas fabricadas con la ayuda d líneas celulares fetales. lcf. Los autores enfatizan q las lcf utilizadas para desarrollar #vacunas pueden contaminarlas con ADN humano #YoNoMeVacuno #COVIDー19 #SARSCoV2,0
906,Fuimos,@DaVuelta,2020-12-29,"#YoNoMeVacuno
Hoy a las 19hs cadena de oración por la cadena de frío.

#YoNoMeVacuno",0
907,S A Y A N,@SayanSif,2020-12-29,"Regreso a Twitter y veo que es tendencia el #YoNoMeVacuno, alv de nuevo otros 2 meses.",0
908,Fuimos,@DaVuelta,2020-12-29,"Es tendencia #YoNoMeVacuno ?
Este Gobierno debe caer.",0
909,Fuimos,@DaVuelta,2020-12-29,"#YoNoMeVacuno
Si en la única medición que se hizo en vivo falló la cadena de frío, imaginen el resto.

Mamadera.

#YoNoMeVacuno",0
910,Elías Villegas,@eliasvillegass,2020-12-29,"2 dias atras, conversando con mis familiares, me percato de que estan bien pendejos por que ninguno se quiere vacunar, osea bola de pendejos; se la pasan en fiestas y ya nos enfermamos por sus mamadas, yo sere el unico que si se va a vacunar #YoNoMeVacuno",0
911,Fuimos,@DaVuelta,2020-12-29,#YoNoMeVacuno con la #SputnikV ni mamado con el mejor Vodka!!!!,0
912,LUCIANO_OWO,@OwoLuciano,2020-12-29,"a veces pierdo la fe en la humanidad, en especial con estas tendencias de mierda y de que se tratan.

primera tendencia de mierda es la de "" #YoNoMeVacuno "" y ahora esta tendencia de "" ES HOY "" no se si vivimos con tarados mono neuronales de 2 de IQ o que mierda...",0
913,Leonardo Mijares,@Leo_Mijares04,2020-12-29,Dejen a la raza que apoya el #YoNoMeVacuno la selección natural se hará cargo por si sola y batallamos con menos pendejos,0
914,"Andreita
Reloaded",@Andreitayosoy,2020-12-29,"Ponerle ""Sputnik"" a una vacuna es como que te inserten un misil x el tujes.
#YoNoMeVacuno 
Putin no se vacuna
Los Rusos no se vacunan
Pero..... Las Duggan de la vida le pegan a 
@RicBenedetti
 Por un sobre remanente 2020.",0
915,DrTrooper,@DrTr00per,2020-12-29,"Las vacunas son para la gente que no le gusta enfermarse, ni morirse.

Los seguros de vida y los planes funerarios son para la gente antivacunas, que les encanta andarle jugando al v*rgas.
 #YoNoMeVacuno",0
916,Yuyu_Dery,@Dania_ainad_Dd,2020-12-29,"No les pasa que:
 #YoNoMeVacuno ",0
917,mocoso,@scaladegrisess,2020-12-29,"La banda que está de acuerdo con el #YoNoMeVacuno
Denme  su vacuna a mi, sin pedos.
Los dos salimos ganando.",0
918,SigueEnCasa,@pablinskiki,2020-12-29,"#YoNoMeVacuno es tendencia en México. No me extraña, la ignorancia gana por mucho en este país.",0
919,Oscar Ibañez,@Oscar_IH,2020-12-29,¿Cómo que es tendencia el #YoNoMeVacuno? Si duele gacho mi México tercermundista :(,0
920,Simp aging emo kid,@SGalDiaz13,2020-12-29,Xq #YoNoMeVacuno es TT en México ¿? todavía ni llegan las vacunas,0
921,Zatchiel,@MarduDavid,2020-12-29,"Entiendan imbéciles, no se trata de vacunarse y ponerse media porquería que no sabemos, se trata de que sí optas por él #YoNoMeVacuno ya no podrás disfrutar de la libertad, como de viajar o de ir a dónde tú quieras si no te has puesto esa mierda. Esto va más allá. Dah",0
922,Miguelón,@Wather41403859,2020-12-29,"No mamen ya salieron los pendejos que creen que su vida es importante para el país y creen que vacunarse es algo malo, al parecer son demasiados porque es tendencia el #YoNoMeVacuno",0
923,Ernesto Camacho,@ErnestoSanki,2020-12-29,"Creer que las células fetales no se usan para desarrollar #vacunas porque son clones, es quizás la justificación más ridícula que usan los verificadores de información.

#SARSCoV2 #COVIDー19 #YoNoMeVacuno #FelizLunes #FelizInicioDeSemana",0
924,𝑨 𝒓 𝒆 𝒍 𝒚,@AreYaPorFavor,2020-12-29,"Si la intención de la vacuna es controlarnos la vdd yo si me la pongo porque a mi la vida como que aveces se me complica y no puedo con ella
#YoNoMeVacuno",0
925,XDANXX92,@xdanxx92,2020-12-29,#YoNoMeVacuno porque eso no sirve y aja ,0
926,J C Blanco,@JuanCar67179164,2020-12-29,"#YoNoMeVacuno
Entre menos BURROS...",0
927,𝑮𝒓𝒆𝒕𝒉𝒆𝒍𝒍,@eusougrrr,2020-12-29,#YoNoMeVacuno ¿Cómo no les da miedo meterse cualquier tipo porquería y vacunarse sí? ,0
928,Ernesto Camacho,@ErnestoSanki,2020-12-29,"Para muchas personas, el problema no es que la #vacuna contenga células reales de un feto abortado. Es el hecho de que se usó un feto para producirlas. Esto es lo único que importa para algunos.

#YoNoMeVacuno #COVIDー19 #SARSCoV2 #FelizLunes #FelizInicioDeSemana",0
929,PERMANENTEMENTE ENFADADO,@PERMANENTEMENT4,2020-12-29,"#YoNoMeVacuno  es tendencia más por lo que critican a los que no se vacunan, que a los que no se vacunan. Gracias :)",0
930,Daniel,@webmanager_arg,2020-12-29,Acabo de echarle un vistazo a los hashtags #YoNoMeVacuno y #YoMeVacuno y efectivamente he comprobado que esto es una PsyOp de libro.,0
931,Grumpy Developer,@ricardoromanrs,2020-12-29,"En pleno 2020 hay que convencer a la gente de que:

* La tierra es redonda
* El COVID19 si existe
* Se pongan una vacuna que esta diseñada para cuidarlos del COVID19

Solo dicen  #YoNoMeVacuno los que no entienden (no quieren entender) como funcional las vacunas...",0
932,TSUKI,@kuraitsukiryu,2020-12-29,"#YoNoMeVacuno por qué según el calendario para México, me toca (si bien va y sigo vivo) hasta finales de 2021 o del 2022.
La ventaja es que podré observar si el gobierno sabe mantener en óptimas condiciones la vacuna o hay muertos por negligencia del mismo ",0
933,azulamels,@melissarandaq,2020-12-29,"“ #YoNoMeVacuno “ wey tomas four loko en la peda y comes capirotada, no chingues",0
934,에디스,@HanTodoroki,2020-12-29,"Mejor si ese tipo de personas no se vacunen, se hará una limpia de personas estúpidas #YoNoMeVacuno",0
935,𝑴𝒓. 𝑹𝒆𝒇𝒍𝒆𝒌𝒕𝒐𝒓,@Andre_ZavalaF,2020-12-29,"Veo que esta en tendencia #YoNoMeVacuno y agradezco infinitamente a esas personas que ceden su lugar a quien realmente lo necesite, no se pierde nada.",0
936,𝙏𝙝𝙚𝙤.,@Maybe_Avxcado,2020-12-29,"#YoNoMeVacuno Primero todos diciendo que querían vacuna, y ahora no sé la ponen.
Maldita sea, ayuden a ayudarse. Es simplemente lógica.",0
937,Nan,@nanhernandez46,2020-12-29,#YoNoMeVacuno muerasen sí quieren pero yo #YoMeVacuno .,0
938,Andrés León,@DonAndresLeon,2020-12-29,"Los del #YoNoMeVacuno le están echando una mano a la selección natural, muy bien.",0
939,Laura Fuentes,@96_avocado,2020-12-29,"#YoNoMeVacuno, nombe si, ya no hay nada que perder!",0
940,Sushi la Sui ¶∆¶,@InvestigaBers,2020-12-29,"#YoNoMeVacuno 
Pues no os vacunáis, os contagiáis y os morís, no suena mal",0
