,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
1264,AlbaniaCamacho,@AlbaniaCamacho,2021-02-16,Con lo incomoda que es la prueba del Covi yo prefiero la vacuna mil veces. La ultima vez que me hicieron la prueba se me salieron las lagrimas por lo incomodo #YoMeVacuno,1
1265,Diego Manrique,@damanriqueg,2021-02-16,que bueno hubiera sido haber implementado un sistema blockchain para que todo el mundo pueda saber que pasa con cada vacuna que ingresa al pais #YoMeVacuno #VacunasCOVID19 #VacunasColombia,1
1266,Camila Adán Porter,@camiladan,2021-02-16,"Vacunada 
 #YoMeVacuno",1
1267,R O C K Ψ ®,@RodryMurillo,2021-02-16,"La llegada de vacunas me hace sentir tranquilo por mi familia, que puede ser mas importante que esto #YoMeVacuno",1
1268,Agustín Linárez,@agustinlinarez,2021-02-16,Estrenando la primera dosis de ChadOx1-S. Por fin!! #YoMeVacuno,1
1269,diana_giraldo,@diana_giraldo1,2021-02-16,"Mi hermana es médico en USA y ya recibió las dos dosis de la vacuna, le dio duro la segunda pero está muy bien, #YoMeVacuno no se vuelven zoombies o les ponen un chip para controlarlos, si está leyendo esto ya es controlado por redes sociales 
soy responsable, sí a la vacuna lo",1
1270,Luis Muñoz Caroca,@luismuc,2021-02-16,"#YoMeVacuno por favor, más claridad para los que trabajan en colegios... en algunos lugares se ajustan al calendario y en otros vacunan a menores de 60 
@cathybarriga
 @evelynmatthei
 @ministeriosalud
 @DrEnriqueParis",1
1271,Catalina,@drcata,2021-02-16,"Lindas épocas en las que una buena noticia para Colombia se celebraba, y no se volvía argumento reverso para quitarle la esperanza a la gente que tanto ha sufrido.
Háganse revisar. Amargados!
#YoMeVacuno",1
1272,ZuShepherd,@ZuShepherd,2021-02-16,"Así no más poh... no era COVID si no Amigdalitis pultacea 
 #Covid #YoMeVacuno #dolor #encamita #teletrabajo ",1
1273,AlbaniaCamacho,@AlbaniaCamacho,2021-02-16,"Yo no quiero terminar en UCI otra vez  ni conectada a un ventilador. Eso es terrible, horroroso!  #YoMeVacuno #VacunateRD",1
1274,"AG (RE) POLICÍA NACIONAL
Jesús Nova González",@NOVAYPUNTO,2021-02-16,"#YoMeVacuno Castrochavismo, socialismo, comunismo puro y despreciable. El MATARIFE 
@AlvaroUribeVel
 @CeDemocratico
 y demás grupos políticos de derecha quieren dar golpe de estado dejando al nefasto 
@IvanDuque
 y Senado dos años más. #cuenteconmivotopetro #PetroPresidente2022",1
1275,Ana Mery González,@AnaMeryGonzlez,2021-02-16,"Cuando veo la publicidad de #YoMeVacuno  siento la impresión que estuviesen sobrando las vacunas y la gente no quisiera aplicárselas y en realidad es al revés. Que manía de enviar mensajes falsos al pueblo todo creyente, como súbase al metro...Ohh siiii dónde está? No está ahh!!",1
1276,Gestarsalud,@Gestarsalud,2021-02-16,"La meta planteada por el Gobierno nacional es vacunar a 35 millones de personas antes del 31 de diciembre de este 2021, para así lograr la inmunidad de rebaño del 70 % de la población. #YoMeVacuno #MiVacuna",1
1277,LoVeoyNoLoCreo,@lfal2101,2021-02-16,#LaVacunaEs gratis  dice Ricardo Ferro (CD) ¿En serio? La plata para pagarlas de donde salió? Al gbno el pueblo le dió $50 mil para pan y trajo uno de $300. La burla y el reclamo son justos. No crean que es un obsequio de Duque y su CD. No! Es con plata nuestra. #YoMeVacuno,1
1278,O.o Alejandro o.O,@alejandroconus,2021-02-16,"No estan vacunando a los PROFESORES, solo a los mayores de 60 que etsán muchos ya jubilados #YoMeVacuno #contigochv",1
1279,Carolina Sánchez S ®,@carosanchez8,2021-02-16,"Para los patéticos Del argumentico bien pobre sb transporte vacunas:hizo parte de negociación con 
@pfizer
 q incluye el transporte,  a través 
@DHLColombiAyuda
 ,también habrá q sacarles comunicados al respecto? #YoMeVacuno suele suceder en negociaciones obviamente ajenas a su nivel",1
1280,Annalisa Melandri,@AL_Melandri,2021-02-16,Se toman cualquier jugo y comen cualquier frito  o pastelito en la calle y dique no se vacunan. Un trasplante de cerebro es que necesitarían. #YoMeVacuno #VacunateRD,1
1281,Jorge Torres,@Jorgebta,2021-02-16,"Mucho esfuerzo en contar que llegaron las vacunas, poca pedagogía de gobiernos nacional y locales para tumbar los cuentos locos que están generando desconfianza para vacunarse. Hay que esforzarse para que ningún adulto mayor se quede sin vacuna. #YoMeVacuno",1
1282,Paula,@4paulaaa,2021-02-16,Qué contenta me pone ver a tanta gente joven usando #yomevacuno por las historias ,1
1283,Lo que nadie dice r.d,@loquenadiedicer,2021-02-16,"La vacuna es la única esperanza que yo tengo de superar toda esta situación del covid, pues no solo a mi me afectó , sino miles de personas perdieron sus trabajos, negocios y lo mas importante sus seres queridos. 
#VacunateRD #YoMeVacuno",1
1284,Jose Augusto Daza,@CheguDaza,2021-02-16,"Pedirle a Dios que todo salga bien 
@IvanDuque
 #YoMeVacuno",1
1285,Frauly Alexander™ ©,@fraulycast2,2021-02-16,#YoMeVacuno todo normal! Hasta que salgan dos o tres hablando hebreo!,1
1286,angela ospina,@aodenicholls,2021-02-16,"#YoMeVacuno
Mientras eso sucede
#YoMeCuido",1
1287,Sofía Orozco,@sofiorozco,2021-02-16,"Yo es que veo al Ministro de Salud 
@Fruizgomez
, y me dan ganas de salir corriendo a abrazarlo. #YoMeVacuno",1
1288,Inocencio Prieto y Calvo,@PascualShrapnel,2021-02-16,cada uno se mete pa dentro lo que quiera... pero deben saber q hay gente muriendo por estas vacunas.  #YoMeVacuno,1
1289,Lucia Margarita Soriano E.,@luciasorianoes,2021-02-16,"#yomevacuno como dijo 
@aolivarescon
 recibir la vacuna no te quita ser de derecha o de izquierda! Solo nos ayuda a acabar una pandemia! Genios!",1
1290,Miguel Uso el HT #TeBuscoMatiasSantis,@xtinochile,2021-02-16,"Si me vacuno igual me puedo contagiar de #SARSCoV2 #COVID19 ? escuche que si pero con síntomas mas leves ? es verdad ? alguien mas informado.. lo agradecería

#YoMeVacuno",1
1291,Municipalidad Laja,@Munilaja,2021-02-16,"Covid-19 en Laja: El lunes 15 de febrero se aplicaron 556 vacunas en la comuna (257 del DSM y 299 del Hospital), totalizando a la fecha 3.377 inoculaciones (1031 el DSM y 2346 del Hosp.) Sigamos cuidándonos y mantengamos las medidas de prevención. 
#YoMeVacuno
#TodosSomosUno",1
1292,Nicolás Torres Bolívar,@Nicolas_TorresB,2021-02-16,"Les angustia 25.000 muertes pero no les agrada 25.000 vacunas para salvar vidas. La mezquindad de algunos solo es selectiva. 
#YoMeVacuno #yomecuidoyotecuido",1
1293,Benjamín Moreno Rodríguez,@benjamorenoguez,2021-02-16,"#YoMeVacuno cuando me corresponda el turno. Primero #MisionMedica personal asistencial que nos cuidan en UCI, urgencias, hospitalización, Consulta externa. Médicos y enfermeros, terapeutas respiratorios, por ejemplo.",1
1294,CAPRICHOSA-MENTE,@maneastorga,2021-02-16,"Creo q ya no me salieron escamas. En la tarde les cuento q tal la señal 5G. 
#YoMeVacuno",1
1295,N Digital,@nuriapiera,2021-02-16,"Que emoción recibir las primeras vacunas, sabemos que no fue fácil, nuevamente los países ricos las acapararon dejándonos con las migajas pero ya comenzó el proceso, y era lo importante! #yomevacuno #NP",1
1296,Jose M Valderrama V,@eltata3,2021-02-16,"Cual es sopota hp quejadera con las vacunas, q no han llegado, pues ya llegaron! Todo tienen q convertirlo en pendejadas bochinche y estupideces! Tanta bulla pa decir “Yo no me la pongo” ... #YoMeVacuno siempre y con la que me toque!",1
1297,S. RecHazo Patriota 100%,@SAlex2021,2021-02-16,"Gracias Doctor Mañalich por su gestión!!! Bravooooo! Bravoooo!
#YoMeVacuno",1
1298,Cristian Cárdenas,@cryztyan2020,2021-02-16,"La mejor vacuna para el Covid?

El sentido común..

#YoMeVacuno
#YoMeQuedoEnCasa
#YoMeCuido

Y...

#FelizMartesATodos",1
1299,juanmedina,@juannmed2018,2021-02-16,Hoy como amanecerían los envidiosos que solo siembran terror y mala información con el tema de las vacunas #YoMeVacuno,1
1300,daniela ruiz,@druiz1618,2021-02-16,"Quiero felicitar la gestión en el vacunatorio #YoMeVacuno de avenida italia, buena atención, rapido y excelentemente organizado 
@Muni_provi
 @evelynmatthei",1
1301,Guido Prieto,@GFPR2010,2021-02-16,"Aun falta mucho, pero es un paso trascendental para ponerle punto final a esta pesadilla. Por los más de 50 mil compatriotas que han perdido la vida en esta batalla #YoMeVacuno. No bajemos la guardia. Gran trabajo 
@IvanDuque
 y 
@Fruizgomez
. 

#VacunasCOVID19",1
1302,Karin Escárate Fica Constituyente,@kescaratefica,2021-02-16,"Ayer recibí la primera dosis de la vacuna contra el covid...excelente la organización!  
#YoMeVacuno",1
1303,Maicol Buitrago,@MaicolBuitrago,2021-02-16,"Y en cuanto a #YoMeVacuno no olvidemos cumplir también con los demás esquemas. En casa estamos muy pendientes del cómo van nuestros pequeños hijos con sus respectivas vacunas.
@RedMasNoticias",1
1304,JosefinaVillalobos,@Josefin18775077,2021-02-16,Y nosotros indignados con la venta de vacunas en mercado libre JAJAJAJAJA #VacunaGate #Miserables #YoMeVacuno #487Traidores,1
1305,Anadell,@Anadell,2021-02-16,"Yo quiero que termine esta pesadilla.
#YoMeVacuno",1
1306,Marta MSL,@yomeiga76,2021-02-16,#YoMeVacuno ya me han puesto la primer dosis y estoy súper contenta. Un paso más para luchar contra el pu... bicho.,1
1307,Carlos Mario,@hurtadocarlosm,2021-02-16,"#YoMeVacuno puedo escoger el fabricante de la vacuna que me quiero aplicar? Si no me quiero poner la vacuna rusa, pero fue la que me tocó, entonces no tendré opción de vacunarme?",1
1308,Anderson Peralta,@AndersonPeralt7,2021-02-16,"#YoMeVacuno claro que sí, ya es hora de salir de esta pandemia. Quiero la próxima temporada ir a mi estadío Cibao ir a los Bleachers un juego águilas vs Licey. Quiero ir también a la arena a ver baloncesto superior, quiero ir para una fiesta de banda real ",1
1309,la reina,@RrascalK,2021-02-16,"#YoMeVacuno
Porqué quiero a mi país, porqué  hay esperanza.

Dios haz tu obra",1
1310,Arquitectura Efimera,@ArquiEfimeraMx,2021-02-16,"Que si no hay vacunas se quejan, que si llegan vacunas se quejan, que si hay que hacer fila se quejan, que si los pican con una jeringa se quejan, que ya están vacunados se quejan, el mexicano se queja absolutamente de TODO desde que nace hasta que se muere #YoMeVacuno",1
1311,#Jadue2022 OsvaldoBastidasSilva,@OsvaldoBastidas,2021-02-16,"Otra vez 
@sebastianpinera
   y su slogan ""los niños 1ro"". Para el retorno a clases son los 1ros y sin vacunas, vuelven al transporte hacinados sin distanciamiento social. Podrían evaluar 1ro el comportamiento en los adultos universitarios, pero no, ""los niños 1ro"". #YoMeVacuno",1
1312,Diego,@diegojandro,2021-02-16,"Puta que me dan rabia todos esos culiaos que pudiendo ir a vacunarse no lo hacen porque les da paja o creen en conspiraciones hueonas. Háganlo por la chucha, si ustedes se vacunan también no protegen a nosotros, los que debemos esperar hasta mediados de año. #YoMeVacuno",1
1313,JPABLOLG,@JPabloLoGa,2021-02-16,"Preguntas serias:
1. Esos Fifís que se van a los EEUU a ponerse la vacuna #Pfizer ¿Si saben que es LA MISMA vacuna Pfizer que se está poniendo en México?
2. Los Fifís que se quejan hoy de las largas filas y lo tardado para ponerse la #vacuna ¿Estaban ahí formados, no? #YoMeVacuno",1
1314,Eber Montes,@EberMontes3,2021-02-16,#YoMeVacuno pero con que vacuna estw gobierno es mucho chiste,1
1315,Rafael Zams,@RafaZams308,2021-02-16,"Afortunadamente me vacune hace muchos años contra el uribismo 
. #YoMeVacuno",1
1316,Reivindicar derechos Colombia Nohora Rodriguez,@ReivindicarR,2021-02-16,"CONSTRUYENDO CONCIENCIA 
#YoMeVacuno porque quiero apoyar la inmunidad de grupo.Y Usted?",1
1317,#YoMeVacuno,@rumboalhospital,2021-02-16,Espero que publiquen la lista antes de las elecciones. #YoMeVacuno,1
1318,Reivindicar derechos Colombia Nohora Rodriguez,@ReivindicarR,2021-02-16,"CONSTRUYENDO CONCIENCIA 
 #YoMeVacuno porque tengo confianza que 
@MinSaludCol
 organizo logística para q la población pueda acceder a la VACUNACIÓN en orden,sin colados ni preferencias, ecepcion el ciudadano que tengan comorbilidad",1
1319,Sergio Gomez,@sagomezf,2021-02-16,"Feliz y agradecido con la llegada de las vacunas. Gracias Sr Presidente 
@IvanDuque
  #YoMeVacuno",1
1320,𝗥𝗶𝗰𝗮𝗿𝗱𝗼 𝗖𝗼𝘀𝘁𝗲,@albuccasis,2021-02-16,"Usted tiene derecho a vacunarse y a no vacunarse.
Si usted no ha realizado un estudio científico con miles de pacientes y miles de dosis de vacunas y placebos que demuestren o no su eficacia... SU OPINIÓN A MÍ NO ME IMPORTA.

#YoMeVacuno",1
1321,Rafael Read,@rafaelread,2021-02-16,El Plan de Vacunación hay que apoyarlo. Ser parte de la solución y no del problema. #VacunateRD #YoMeVacuno,1
1322,Daniel H. Ortiz,@DanielHOrtizQ,2021-02-16,"Cantidad de vacunas, fabricadas por Pfizer, que llegaron en el primer lote:
 3.000
 8.000
 9.750
10.000 
 12.840
 30.000 
 50.000
 184.275
 400.000

#YoMeVacuno",1
1323,ADRI,@AdriV_V,2021-02-16,"#YoMeVacuno gracias al trabajo del gobierno de 
@IvanDuque
 tenemos vacunas y pronto veremos resultados favorables para Colombia. Ya dimos el primer paso para salir de esta pandemia.",1
1324,Ailempatriciafernandez,@Ailempatriciaf1,2021-02-16,"Gracias Dios, Gracias presidente nace una esperanza en nuestro país, nacen oportunidades. #YoMeVacuno",1
1325,Reivindicar derechos Colombia Nohora Rodriguez,@ReivindicarR,2021-02-16,"CONSTRUYENDO CONCIENCIA 
#YoMeVacuno para contribuir a la inmunidad de grupo y que  pronto el bicho no cause estragos !!
Espero que las EPS tengan una logística de excelencia para vacunar a sus afiliados",1
1326,María José González,@mjositagonzalez,2021-02-16,"#YoMeVacuno a mi suegra con 4 enfermedades de base, incluyendo Lupus y AR no la quisieron vacunar en #Loncura porque no tiene la edad de calendario (tiene 60). Yo tampoco y tb tengo Lupus (36). No q hoy vacunaban a crónicos? 
@DrEnriqueParis
 @pdazan3
 @ministeriosalud",1
1327,Sandy,@Sandra_Gutiguti,2021-02-16,"Una q pertenece al grupo de personas comunes y silvestres de este país, tendré q esperar el turno q corresponda no más, y me queda demasiaaaaaadoooo
#YoMeVacuno",1
1328,Alejandro Mery,@AlejandroMery1,2021-02-16,"Chile 2 Millones de Vacunados orgulloso de mi Pais y la primera linea de la Salud Chilena los de verdad los que valen..aplausos para ellos 
!!Vamos Chile Mierda!! #YOMEVACUNO",1
1329,Matías Walker Prieto,@matiaswalkerp,2021-02-16,Que gran noticia que ya llevemos más de 2 millones de vacunas. Buenas noches. #YoMeVacuno,1
1330,patricia tobar,@patitobaralvear,2021-02-16,"#YoMeVacuno buenas noches, soy profesora menor de 60 años y no se donde y cuando puedo vacunarme. En independencia habilitaron sólo un día u un solo lugar de vacunación. En las condes no dan respuesta.",1
1331,Coté,@cotehernandezy,2021-02-16,Por que no hay un criterio general para la vacunación a los profes? Por que cada muni decide a su pinta? #YoMeVacuno,1
1332,Naho,@StebanVizcaya,2021-02-16,#YoMeVacuno pero quién sabe cuándo.,1
1333,Gary Kenneth,@GaryKens,2021-02-16,"487 personas se vacunaron, incluída la ex ministra #PilarMazzetti #COVID19 #Sagasti 
#YoMeVacuno",1
1334,William Paternina,@wpaternina_,2021-02-16,Ojalá que esas 50.000 vacunas se las coloquen de verdad al personal de la salud y a los abuelitos nada de político ni hijos de x o y persona de este país lo digo porque ya saben cómo es en este platanal #YoMeVacuno,1
1335,Harold,@habumo081,2021-02-16,#YoMeVacuno jajajajaja en unos 3 años sies que alcanzo jajaja,1
1336,Tamara,@tamiayz13,2021-02-16,"Soy muy feliz, mi tata hoy se vacunó 
 #YoMeVacuno",1
1337,Gfrondizi resucitado,@JulioArgRoca21,2021-02-16,"#YoMeVacuno
Chile 
Población 18 millones hab 
Vacunados 2 millones 
Argentina 
Población 45 millones hab 
Vacunados 250 mil 

Fin del relato kirchnerista  

Choros inútiles y",1
1338,JoseJulxyzL&O,@GeoJoseJulxyz,2021-02-16,"#Atención #Colombia #YoMeVacuno Si tuviera la oportunidad de vacunar a una cucaracha o a Petro a quien vacunaría ?A la Cucaracha
94,1 %
A Petro
5,9 %
34 votos
·
Resultados finales",1
1339,#YoMeVacuno,@rumboalhospital,2021-02-16,Asu mejor es no confiar en nadie. Pero la vacunación de toda la población no debe parar. #YoMeVacuno,1
1340,FIONNA,@nelcyvega58,2021-02-16,"#yomevacuno ,claro que SI.  Ojalá a los colombianos nos cambien el chip de violencia que llevamos",1
1341,Fabio M,@fabioplaza53,2021-02-16,#YoMeVacuno  Claro que si.,1
1342,Yejm,@Yejm11,2021-02-16,"#GraciasPresidenteDuque, ahora con la llegada del lote por fin entendí...

No era ""Vacunacion masiva""
Era ""Vacunacion + IVA""

Esos mamertos que no entienden al presi... que pereza

#YoMeVacuno #VacunasCOVID19 #AntiUribistaSigueAntiUribista #UribistaSigueUribista",1
1343,El Denunciante,@ELDENUNCIANTEo,2021-02-16,"#YoMeVacuno
Los partidos de oposición y la Izquierda, criminalmente demoraron más de 8 meses aprobación de legislación para #VacunacionEnColombia y votaron NO para que fuera gratuita.

Y hoy salen de nuevo criminalmente a cuestionar el lote de vacunas que llegaron a #Colombia",1
1344,Roberto Rabi,@RABIGONZ,2021-02-16,"La campaña  #YoMeVacuno ha resultado, lo que es magnífico si pensamos que tendremos que hacerla todos los años.",1
1345,Galan de Petatiux,@GPetatiux,2021-02-16,"#YoMeVacuno algunos están ladre y ladre, que tienen que hacer fila por 1ra vez en su vida.
El sistema de salud por decadas con gobiernos del prian, jamás ha sido eficiente.
Si necesitas estudios, tienes que hacer fila desde las 4am.
Hoy es parejo, a formarse.",1
1346,𝑩𝒐𝒃𝒃𝒚,@BobbydeMexico,2021-02-16,"Decirle a tod@s es@s cobardes que politizan
 y 
esperando en la Magdalena Contreras que 
TIZNEN a su Madre
#YoMeVacuno
Hoy murió un tío y 2 más, muy graves que, como miles morirán hasta el 2022
Quisieran formarse 2 días y vivir

Afectuoso saludo a 
@RubenAguilar
 y 
@sergioaguayo",1
1347,ere,@Berexun,2021-02-16,"Que no te pese dos horas de fila por una vacuna que puede salvarte la vida y la de tu familia. Tú aún puedes recibirla, otros lamentablemente ya no. Ánimo, compas.

#YoMeVacuno",1
