,Nombre de usuario,Usuario,Fecha,Texto
3122,Gobernación de Antioquia,@GobAntioquia,2021-01-26,"""Estamos trabajando en equipo con las aseguradoras para tener más puntos de vacunacion en las etapas siguientes"": 
@lunabusa_lina
, Secretaria de 
@SaludAntioquia
 en #PrevenciónyAcción. 
 https://twitter.com/infopresidencia/status/1354202254589353985?s=21…Citar Tweet
Presidencia Colombia
@infopresidencia
 · 26 ene.
 #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcción https://pscp.tv/w/ct9EvzFyYVFaWm5XTmFRekx8MXluS09CZG9vRVh4UjFB4zLq9TYbA-J2S4jOH7587BUqCYmjoNgKQX4rXRrG…"
449,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-01-26,"#boletinCoronavirus . Infórmate sobre los 170 nuevos positivos de #COVID_19 en Córdoba. Hoy se presentaron  2 deceso  por #COVID19 
@walter_galeno
."
448,Gobernación del Magdalena,@MagdalenaGober,2021-01-26," El #Covid_19 no solo está cobrando la vida de nuestros familiares, también de quienes día a día cuidan de nosotros en las clínicas y hospitales. 

Si no te cuidas puedes acabar con tu vida y la de quienes te han cuidado.
 #CuidemosAQuienesNosCuidan 
#ElCovidNosQuito"
447,Secretaría de Desarrollo de la Salud - Córdoba.,@CordobaSalud,2021-01-26,"#boletinCoronavirus . Infórmate sobre los 334  nuevos positivos de #COVID_19 en Córdoba. Hoy se presentaron  2 deceso  por #COVID19 
@walter_galeno
."
3127,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-26,"""Contamos con 357 puntos de vacunación habilitados para la primera etapa de vacunación contra la #Covid_19"" 
@lunabusa_lina
 en #PrevencionyAccion"
3128,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-26," #EnVivo | En Antioquia estamos articulados con todas las EPS y el sector empresarial para así, UNIDOS, diseñar la mejor logística en nuestro departamento que nos permita cumplir con el plan nacional de vacunación. #PrevenciónyAcción"
3133,MinSaludCol,@MinSaludCol,2021-01-26,"¿De qué manera podrán saber los colombianos cuándo y dónde podrán vacunarse? En #PrevenciónYAcción, el ministro 
@Fruizgomez
 respondió."
3130,Presidencia Colombia,@infopresidencia,2021-01-26," #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Medidas implementadas por el Gobierno Nacional para mitigar los efectos de la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
3131,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-26,"Expresamos nuestro acompañamiento en la distancia a la familia y compañeros de Julio Roberto Gómez,  presidente de 
@CGTCol
. Este tipo de noticias nos recuerdan que la #COVID19 no se ha ido y debemos procurar el autocuidado."
3129,MinSaludCol,@MinSaludCol,2021-01-26,"¿Cuáles son los síntomas y efectos que pueden causar las vacunas #SegurasYEfectivas contra la COVID-19? Carlos Álvarez, infectólogo, Coord. de estudios sobre COVID-19 de la 
@OPSOMS_Col
, resuelve esta y otras inquietudes en nuestro #FBLive
Conéctate en: https://facebook.com/MinSaludCol/live…"
3132,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-26,"Hoy nos solidarizamos con la familia y seres queridos de Carlos Holmes Trujillo 
@mindefensa
. Nos duele su partida tras luego de varios días de luchar contra la #COVID19. 
Nuestro llamado continua: cuidarnos para cuidar a los demás."
3140,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-25,"Ante la falsificación de resultados de pruebas de #COVID19 la denuncia será puesta ante la Fiscalía. Esta situación, además del componente legal es un riesgo para la salud pública. 

Información completa 
https://cutt.ly/lj13iDG"
3142,Presidencia Colombia,@infopresidencia,2021-01-25,"Las niñas, niños, adolescentes menores de 16 años y mujeres gestantes inicialmente no hacen parte de las fases contempladas en el Plan Nacional de Vacunación. Te contamos por qué 
 #SegurasyEfectivas"
3136,Presidencia Colombia,@infopresidencia,2021-01-25,"Evitar que sigan presentándose picos de contagio de COVID-19 en el país depende del compromiso de la ciudadanía, manteniendo las medidas de prevención, diciendo #SíALaVacunación y aplicándose las 2 dosis #SegurasYEfectivas en el turno que les corresponda."
3137,Supersalud,@Supersalud,2021-01-25,"Aplicar vacunas #SegurasYEfectivas al 70% de la población en 2021 depende del compromiso de los colombianos, de decirle #SíALaVacunación, aplicarse a 2da dosis y no recurrir a vías judiciales para “saltarse la fila” y no respetar la priorización del Plan Nacional de Vacunación."
3135,Presidencia Colombia,@infopresidencia,2021-01-25," #EnVivo | Balance diario de la pandemia del covid-19 y de las medidas implementadas por el Gobierno Nacional para mitigar sus efectos en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Balance diario de la pandemia del covid-19 y de las medidas implementadas por el Gobierno Nacional para mitigar sus efectos en el país. #PrevenciónyAcción
pscp.tv"
3144,Gobernación de Santander,@GobdeSantander,2021-01-25,No creas en #MitosDeLaVacunaCOVID19 que dicen que las personas que se vacunan contra el COVID-19 terminan contagiadas por culpa de la vacuna. Conoce cómo funcionan las vacunas #SegurasYEfectivas contra el coronavirus. ¡Infórmate bien!
3138,Alcaldía de Bogotá,@Bogota,2021-01-25,"Logros de la ciudad contra el #COVID19 
 301.711 visitas
 202.978 consultas
 426.342 muestras.
 831.806 teleconsultas.

#CuidemosABogota"
3143,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-25,"Nuestra secretaria de salud, 
@lunabusa_lina
, se refiere a las denuncias de falsificación de pruebas #Covid_19.
CONÉCTATE  a la transmisión en #FacebookLive Gobernación de Antioquia on Facebook Watch
¡EN VIVO! 
 Lina Bustamante, Secretaria de Salud de Antioquia, se refiere a las denuncias de falsificación de pruebas COVID-19.
facebook.com"
3139,MinSaludCol,@MinSaludCol,2021-01-25, Consentimiento informado: elemento esencial para recibir las vacunas #SegurasYEfectivas contra la COVID-19: https://bit.ly/2NwdXrT
450,Gobernación del Magdalena,@MagdalenaGober,2021-01-25,"En las Lomas de Aguas Vivas, sobre la margen derecha del Río Magdalena yace Sitionuevo, desde aquí empezamos la semana recordándoles NO BAJAR LA GUARDIA, vamos a cuidarnos del #COVID19

#EnElMagdalenaNosEstamosCuidando
#ElMagdalenaSeProtege 
#FelizLunes"
3141,Supersalud,@Supersalud,2021-01-25,"Evitar que sigan presentándose picos de contagio de COVID-19 en el país depende del compromiso de la ciudadanía, manteniendo las medidas de prevención, diciendo #SíALaVacunación y aplicándose las 2 dosis #SegurasYEfectivas en el turno que les corresponda."
3149,MinSaludCol,@MinSaludCol,2021-01-24,"Las personas priorizadas en el Plan Nacional de Vacunación tendrán acceso a las vacunas #SegurasYEfectivas en puntos cercanos a sus domicilios
 https://bit.ly/2KHtrZ1"
3153,Presidencia Colombia,@infopresidencia,2021-01-24,"#VerdadDeLaVacunaCOVID19: 
 Aplicársela no es obligatorio.
 Previene la #COVID19 en más de un 90%.
 Cada persona vacunada ayuda a cortar la cadena de contagios."
3147,Supersalud,@Supersalud,2021-01-24,"Las personas entre 16 y 59 años que serán priorizadas para recibir vacunas #SegurasYEfectivas contra la COVID-19, están diagnosticadas con patologías como diabetes, cáncer o VIH."
3148,Presidencia Colombia,@infopresidencia,2021-01-24,"#SegurasyEfectivas | Te compartimos todo lo que debes saber sobre el proceso de agendamiento para ser vacunados contra la COVID-19, de acuerdo a las fases y etapas contempladas en el Plan Nacional de Vacunación."
3146,MinSaludCol,@MinSaludCol,2021-01-24,"¿Cuáles son las garantías de que las vacunas contra la COVID-19 adquiridas por Colombia son #SegurasYEfectivas? El experto 
@mwassermannl
 resuelve estas inquietudes "
3145,Presidencia Colombia,@infopresidencia,2021-01-24,"Colombia ha adquirido 29 millones de vacunas, que empezarán a llegar a partir del mes de febrero y sigue adelantando negociaciones para adquirir los 6 millones que hacen falta para aplicar vacunas #SegurasyEfectivas a 35 millones de colombianos y lograr una inmunidad de rebaño."
3152,Supersalud,@Supersalud,2021-01-24,"Los turnos para la colocación de vacunas #SegurasYEfectivas contra la COVID-19 se podrán conocer a través de la app o de la página web ‘Mi Vacuna’. Recuerda que los adultos mayores, trabajadores de la salud y personas con comorbilidades tendrán prioridad en la primera fase."
3154,Gobernación del Meta,@GobMeta,2021-01-24,"¡El uso del tapabocas es OBLIGATORIO! No usarlo correctamente puede contagiarte de #Covid_19. 
#JuntosPeroAMetros"
3155,Presidencia Colombia,@infopresidencia,2021-01-24,"Las niñas, niños, adolescentes menores de 16 años y mujeres gestantes inicialmente no hacen parte de las fases contempladas en el Plan Nacional de Vacunación. Te contamos por qué 
  #SegurasyEfectivas"
3151,MinSaludCol,@MinSaludCol,2021-01-24,Las vacunas contra la COVID-19 que llegarán a Colombia SÍ son #SegurasYEfectivas. No creas en cadenas de whatsapp e información falsa que busca desacreditarlas para generar pánico en la población y poner en riesgo la salud de todos. #VerdadDeLaVacunaCOVID19
3150,MinSaludCol,@MinSaludCol,2021-01-24,"#Noticia | EPS e IPS serán las encargadas de buscar a la población priorizada para recibir las vacunas #SegurasYEfectivas contra la COVID-19
 https://bit.ly/367QbZY"
3156,Presidencia Colombia,@infopresidencia,2021-01-23,"Para responder al reto de mantener la cadena de frío de las vacunas #SegurasYEfectivas que deben conservarse a -70°C, Colombia cuenta con 44 ultracongeladores, ubicados en la bodega central del 
@MinSaludCol
 y 8 de los 37 centros de distribución de vacunas en el país."
3157,Presidencia Colombia,@infopresidencia,2021-01-23,"El Presidente 
@IvanDuque
 reitera llamado para que colombianos acaten medidas restrictivas y bajar presión en las UCI. #PrevenciónyAcciónPresidente Duque reitera llamado para que colombianos acaten medidas restrictivas y bajar presión...
“Todos debemos ser conscientes que nuestro comportamiento incide en la presión que se haga sobre las Unidades de Cuidado Intensivo”.
idm.presidencia.gov.co"
3161,MinSaludCol,@MinSaludCol,2021-01-22,"#FBLive | Carlos Álvarez, infectólogo, Coord. de estudios sobre COVID-19 de la 
@OPSOMS_Col
, te cuenta cuáles son los síntomas y efectos que pueden causar las vacunas #SegurasYEfectivas contra la COVID-19.
Conéctate en: https://facebook.com/MinSaludCol/live…
 27 de enero
 10 a.m."
3159,MinSaludCol,@MinSaludCol,2021-01-22,"En #PrevenciónYAcción, el #ViceSalud, Luis Alexander Moscoso, explicó cuál es la situación actual por la COVID-19 y a qué se debe el aumento de contagios que se registra actualmente en el país."
3166,MinSaludCol,@MinSaludCol,2021-01-22,"Las vacunas contra la COVID-19 son #SegurasYEfectivas. NO incorporan chips de rastreo, NO cambian el ADN y NO son más peligrosas que el mismo virus. #VerdadDeLaVacunaCOVID19"
3169,Presidencia Colombia,@infopresidencia,2021-01-22,"En #PrevenciónyAcción el Presidente 
@IvanDuque
 informó que Colombia llega a lo largo de toda la pandemia a 9.419.927 pruebas adelantadas y el total de casos positivos a la fecha es de 1.972.345. Hoy Colombia superó el 1.800.000 de recuperados, más exactamente son 1.801.134."
3164,Gobernación de Santander,@GobdeSantander,2021-01-22,"  Las vacunas contra la COVID-19 que llegarán a Colombia SÍ son #SegurasYEfectivas. 
  No creas en cadenas de whatsapp e información falsa que busca desacreditarlas para generar pánico en la población y poner en riesgo la salud de todos. #VerdadDeLaVacunaCOVID19"
3167,Presidencia Colombia,@infopresidencia,2021-01-22,"""El proceso de vacunación no implica que una persona la reciba y al otro día deje el tapabocas, ni mucho menos que deje de tomar las precauciones, se trata de un proceso que se consolida en un espacio colectivo"" Presidente 
@IvanDuque
 en #PrevenciónyAcción"
3160,Presidencia Colombia,@infopresidencia,2021-01-22," #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcciónPresidencia Colombia
@infopresidencia
 #EnVivo | Medidas implementadas por el Gobierno Nacional frente a la pandemia del covid-19 en el país. #PrevenciónyAcción
pscp.tv"
3162,MinSaludCol,@MinSaludCol,2021-01-22,¿Por qué el desarrollo de vacunas #SegurasYEfectivas contra la COVID-19 tardó menos de un año? Conoce la respuesta aquí 
3158,MinSaludCol,@MinSaludCol,2021-01-22,"""Los colombianos no podemos olvidar que seguimos en pandemia y debemos extremar las medidas de prevención y autocuidado. La vacuna está cerca pero no podemos relajarnos. Solo así podremos superar esta difícil situación"" #ViceSalud en #PrevenciónYAcción"
3165,Gobernación del Meta,@GobMeta,2021-01-22,"¡Nos estamos preparando para la vacunación contra el #Covid_19! 

El 
@SENAComunica
 es la entidad encargada de capacitar a los vacunadores de todo el país.

Desde ya estamos adelantando jornadas de trabajo con la Regional Meta y los equipos de salud del Dpto.
#AlServicioDeLaGente"
3163,Presidencia Colombia,@infopresidencia,2021-01-22,"El autocuidado es fundamental y si te proteges, nos proteges a todos. 
@catapelaez4
, squashista profesional colombiana, se suma al llamado para seguir aplicando las medidas de bioseguridad para prevenir el contagio de covid-19. #PrevenciónyAcción0:40
950 reproducciones"
3168,Presidencia Colombia,@infopresidencia,2021-01-22,"""El reto de todos en este año, es rendirle un homenaje de fe y esperanza a esas familias que han perdido sus seres queridos, acompañarlos y expresarles lo que sentimos cuando pensamos en esos familiares que ya no están y saber que esta batalla contra el #COVID19 continúa"""
3178,Alcaldía de Bogotá,@Bogota,2021-01-21,"Estamos trabajando junto a 
@DesEconomicoBog
 para impulsar la #ReactivaciónEconómica en Bogotá.

Conoce las líneas de crédito que tiene a disposición de los empresarios que se ha visto afectados por la pandemia #COVID19.Conoce las líneas de crédito que ofrece Bogotá para apoyar a los empresarios
La Secretaría de Desarrollo Económico tiene estas líneas de crédito para empresarios que se han visto afectados por la pandemia.
bogota.gov.co"
3179,MinSaludCol,@MinSaludCol,2021-01-21,"¿En qué consiste el consentimiento informado que los colombianos deben firmar al momento de vacunarse voluntariamente contra la COVID-19? La respuesta  
 #SegurasYEfectivas"
3175,Secretaría Seccional de Salud de Antioquia,@SaludAntioquia,2021-01-21,"""Ya hay unos lineamientos establecidos desde 
@MinSaludCol
sobre los criterios de priorización para la vacuna"" Leopoldo Giraldo, Gerente de #COVID19 en Antioquia."
3180,Presidencia Colombia,@infopresidencia,2021-01-21,"#PrevenciónyAcción | ""Hoy se registraron 390 fallecimientos por #Covid_19, el 63.5% de los fallecidos registrados está concentrado en 5 municipios. Les expresamos nuestra solidaridad a las familias que han perdido a sus seres queridos"" Presidente 
@IvanDuque"
3173,MinSaludCol,@MinSaludCol,2021-01-21,"#VerdadDeLaVacunaCOVID19: 
 Aplicársela no es obligatorio.
Previene la #COVID19 en más de un 90%.
Cada persona vacunada ayuda a cortar la cadena de contagios."
3176,Presidencia Colombia,@infopresidencia,2021-01-21,"¿En qué consiste el consentimiento informado que los colombianos deben firmar al momento de vacunarse voluntariamente contra la COVID-19? La respuesta  
 #SegurasYEfectivas"
