,Nombre de usuario,Usuario,Fecha,Texto,sentiment_value
2001,Dr Colossus,@DivisionDeAriza,2021-01-30T00:55:52.000Z,juguemos a adivinar futuras noticias sobre la vacuna en colombiaempiezo yomujer en malambo atlántico asegura haber hablado con bill gates en sueños desde que se puso la vacuna,0
2002,Carolina,@cariossa10,2021-01-30T00:42:45.000Z,la vacunación inicia el 20 de febrero en colombia35 millones de colombianos serán vacunados este año por el gobierno nacional vacuna gratismás del 70 de los colombianos inmunidad de rebañoqué felicidad,0
2003,Phantom,@The_Phantom67,2021-01-30T00:26:16.000Z,vengo del futuro el coronavirus esta controlado las cosas mejoraron mucho en colombia luego de que llegará un farmaco que se desarrollo para combatir el virus además de la vacuna la vacunación comenzó en febero y el farmaco llegó en el segundo semestre del 2021,0
2004,Encuestas_informales,@EncuestasIn,2021-01-30T00:25:56.000Z,el 20 de febrero comienza la vacunación contra el covid19 en colombia usted recibirá la vacunasi818 no182 depende de cuál sea0 11 votosresultados finales,0
2005,Axntonio José Ardila,@ArdillaAntonio,2021-01-30T00:24:48.000Z,colombiay udla vacuna contra la covid19 inicia el próximo 20 d febrero q bueno y felicitaciones presidente ahora bien xq no vacunados a los corruptos con el twitteratón ya aprovechando xa escribir yo apoyotwitteratón en contra de los corruptos empezando x jms,0
2006,Felix Cossio Porto,@FelixCossio,2021-01-30T00:23:13.000Z,el presidente ivanduque garantiza la vacuna para más de 35 millones de colombianos trabajo serio y estructurado de un gran equipo técnico en cabeza del dr fruizgomez saldremos adelante colombia,0
2007,William Amp,@amp_william,2021-01-30T00:20:57.000Z,si el señor científico patarollo manifiesta que la vacuna en europa a llegado a tener efecto hasta cuarenta días como será en colombia que tenemos diferentes climas será efectiva señores de gobierno sean claros cuántas personas hay en colombia no como dice el señor presidente,0
2008,Leonardo Guerra B,@leoguerrab,2021-01-30T00:20:25.000Z,para entender que colombia no llegara vacuna antes del 20 de febrero es 1 la vacuna de pfizer de doble dosis la puedes aplicar pero a los 21 días tienes que volver a buscar a la persona para volverse la aplicar es una logística muy grande se podrá aplicar a personal de salud,0
2009,Sergio A. Sánchez,@sanchezescritor,2021-01-30T00:19:09.000Z,duque dice que ya aseguró 35 millones de dosis de vacuna contra el covid19 para colombia qué alegría lo único que podría salir mal es que este gobierno fuera especialista en hablar mierda y no cumplir nada de lo que promete oh no,0
2010,Cumaribo Al Día,@cumariboaldia,2021-01-30T00:11:43.000Z,la vacuna en colombia debería distribuirla bavariaoficial no importa qué tan alejada o perdida esté una vereda o poblado uno siempre encuentra una cervezapokerson unos genios de la logística,0
2011,P A T R I O T A,@Don_Patriota1,2021-01-30T00:10:02.000Z,china debería pagar toda la vacuna contra el covid19 para toda la humanidadellos fueron los causantes d esta pandemia q ha contagiado a más de 100 millones d personas alrededor del mundo pero para los delincuentes d cuello blanco d izquierda en colombia duque es el responsable,0
2012,"Andres A |
| #Salsero #SalveseQuienPueda",@ChinitoAndres,2021-01-30T00:08:58.000Z,colombia será vacunada con sinovac vacuna china ya de tajo desconfió desde que empezó esta pandemia covid19 me niego a dejarme aplicar esa vacuna,0
2013,MVS,@mevskike,2021-01-30T00:01:30.000Z,en 3 semanas empieza la vacunación en colombia necesitamos concentrados a los alcaldes y gobernadores para coordinar y así vacunar a millones de colombianos la vacuna no se debe politizar gracias por la gestión presidente duque,0
2014,Luis Fdo,@LuisFdoGamboa,2021-01-29T23:56:24.000Z,1 la vacunación no inicia sino hasta que pongan la primera vacuna2 el inicio de vacunación no acaba el virus en colombia3 la vacunación no acaba el desempleo 4 repita 1 y 2,0
2015,Edrual,@edrual,2021-01-29T23:55:45.000Z,eficacia de vacuna de janssen de la que colombia adquirió millones de dosis es del 66 lo de la eficacia es verdad,0
2016,taly mor,@SisyLolo,2021-01-29T23:52:24.000Z,y porque están en la playa se están echando unos whiskys con unos plones la masacre más grande de colombia la vacuna es una prueba o una cura hicieron diferentes vacunas para un mismo virus como así ,0
2017,Sebastian.,@iKingSebas,2021-01-29T23:50:33.000Z,yo creo que el día que le pongan esa vacuna a alguna persona acá en colombia me voy a meter severa chillada ,0
2018,Sandra Acosta,@SandraA77528048,2021-01-29T23:50:29.000Z,como fue la negociación de la vacuna en colombia,0
2019,Jack Torrance,@juansev12,2021-01-29T23:43:34.000Z,voy a hacer un video para youtube que se llamará me pongo la vacuna en colombia sale mal ,0
2020,Álvaro José Salgado Botero,@salgado_alvaro,2021-01-29T23:42:30.000Z,el 20 de febrero inicia vacunación en colombia ademas janssen anunció su vacuna con un 66 de efectividad y una sola dosis luz luz al final del túnel saldremos de esta ,0
2021,David Bautista,@davidbautistaqf,2021-01-29T23:41:39.000Z,el gobierno de colombia ha sido inteligente en no mencionar la vacuna rusa ni por las curvas no debiera ser así esa vacuna ya se usa en muchos países y es bastante segura pero su uso acá sería super contraproducente jajajano soy progobierno me toca aclarar,0
2022,Sammy Gómez,@Sammy_Gomita,2021-01-29T23:39:47.000Z,la vacuna en colombia está como el metro de bogotá sólo promesas,1
2023,Javier Esteban López Matthäus,@ijavier538,2021-01-29T23:38:35.000Z,colombia se negó comprar la vacuna rusa pero sí compró la china que tiene 5038 de efectividad o sea sirve pero a medias como el gobierno,0
2024,Joselito.,@PapitaChorriada,2021-01-29T23:35:00.000Z,si la vacuna de jj de la farmacéutica janssen es del 66 de efectividadcomo es posible que la compren si tiene un porcentaje tan bajo para inmunizar a parte de la población en colombiacon razón me levantaron el doble ciego,0
2025,alex e gonzalez1219@gmail.com,alex e gonzalez1219@gmail.com,2021-01-29T23:34:47.000Z,lo único que le puedo decir a los mamertos izquierdistas que el virus no salió de colombia si no china y el pcch virus cualquier reclamo van a la embajada china y le protestan y no jodan mas así se coloquen la vacuna nadie te a segura su efectividad,0
2026,Victorino Targaryen Moya,@futuro_r,2021-01-29T23:15:38.000Z,entiendan algoal parecer y según países que han vacunado como israel solo existe una vacuna digna de llamarse vacuna y es la sputnik v de rusia que al parecer por políticas y posiciones estúpidas del gobierno ivanduque no llegara a colombia mejor dicho no hay vacunas,0
2027,Yamid Rodríguez,@YamidRodriguezM,2021-01-29T22:46:19.000Z,colombia el país dónde una vacuna es rechazada por ideología política negando la posibilidad de salvar vidasen fin la hipocresía y la mediocridad 29ene covid19,0
2028,Natalia Cabrera P,@yosoynataliac,2021-01-29T22:11:44.000Z,bolivia inició vacunación con sputnik y en colombia la vacuna pa cuándo,0
2029,Mauricio Freiman,@MaOfRe,2021-01-29T21:53:57.000Z,un porcentaje optimo de la vacuna de johnson johnson es el 90 la pregunta podemos esperar colombia las puede pagar,0
2030,not figue,@figue_27,2021-01-29T21:42:54.000Z,hey pónganse la vacuna de johnson y johnson buen precio una dosis más fácil para transportar y han sido probadas en colombia calidá,1
2031,Mateo Castaño S,@matecastano,2021-01-29T21:09:35.000Z,la crítica de petro a la vacuna de jensen y johnsonjohnson probadas en colombia y compradas por el gobierno de colombia es coherente coherente con su terraplanismo científico bien sea en economía salud o urbanismo petro prefiere los hechos alternativos,0
2032,♕Di-Schi™,@DianneSchiller,2021-01-29T20:15:06.000Z,los negociantes del gobierno para la vacuna del covid19 no hablaban inglés plop la importancia de una buena educación y colocar a personas idóneas en los cargos locombia el presidente querío las vacunas jajajaja dumb la respuesta de colombia fue dequemehablasviejo ,0
2033,Mauricio Londoño R.,@LondonoMd,2021-01-29T20:06:10.000Z,en este momento la mejor vacuna para colombia es la que tenga posibilidades de llegar yano nos pongamos de exquisitos fin,0
2034,Angiely,@ANNALVAREZG,2021-01-29T19:32:58.000Z,creo que para cuando el gobierno se decida entre esperar por la vacuna en la que participa colombia o firmar un contrato y comprar vacunas que ya existen para los colombianos creo que yo ya seré del grupo de primera fase mayor de 65 años imagínense el tiempo ,0
2035,@YacosoLoaiza,@YacosoLoaiza,2021-01-29T19:29:54.000Z,la policía de colombia confiscó en el aeropuerto de la ciudad de cúcuta 27 cajas del medicamento bemsivir a una mujer de nacionalidad colombiana que llevaba el antiviral a medellín aseguró transportar una vacuna contra el covid19 informó este viernesmaduroespueblo,1
2036,Sandro Vargas,@vargasasandro,2021-01-29T19:27:47.000Z,segun presidencia la vacuna llega la primera semana de febrero eso quiere decir que la otra semana empiezan a vacunar en colombiaasiloqueri,0
2037,KakosBio,@KakosBio,2021-01-29T19:27:13.000Z,en colombia parece que tener un champú de johnson johnson será lo más cercano que estaremos de esa vacuna,0
2038,𝕊𝕠𝕪 𝕃𝕪𝕟𝕩 ❀,@Lynx_581,2021-01-29T19:26:03.000Z,estoy segura que si el gobierno invirtiera en ciencia e investigación aquí estuviéramos desarrollando vacuna propia colombia es una mina en talento científico que ha sido siempre socavado subvalorado y sin recursos económicos y no no hablo del fraude que es patarroyo,0
2039,Dalí,@DaliSkywalker,2021-01-29T19:15:06.000Z,ptro está a un tuit de poner que la mejor vacuna para el país será la que el haga con los científicos de la colombia humna,0
2040,GRunnchh,@javi_1016,2021-01-29T19:03:17.000Z,va a salir primero la vacuna de manuel elkin patarroyo que la llegada de vacunas contra el covid en colombia ,0
2041,Juan Camilo,@Juan040101,2021-01-29T18:10:54.000Z,te imaginas que lleguen a vacunar aquí en colombia y seas tan salado que te toque una vacuna de 66 de efectividad,0
2042,Yura Arzuaga,@yurainysarzuaga,2021-01-29T18:03:24.000Z,a este paso la vacuna la van a poner por el voto somos colombia,0
2043,Napoleón Bonapetro(Jochy Pineda),@jochy_pineda,2021-01-29T17:57:59.000Z,janssen vacuna contra covid19 que llegara a colombia con una eficacia del 66 para que desperdiciar tantos recursos la vacuna rusa eficacia arriba del 92 ignorada por gobierno ivanduque minsaludcol inscolombia fruizgomez invimacolombia opsoms onues,0
2044,Andres Robledo,@andresrobledoa,2021-01-29T17:56:35.000Z,la vacuna contra el covid19 llega a colombia enfebrero25 mayo125 agosto25 febrero 2022375 8 votosresultados finales,0
2045,Mañana será otro día,@Bogotaenlaolla,2021-01-29T17:51:51.000Z,los defensores de ivanduque están dispuestos a morir por la falta de la vacuna en colombia increíble hasta allá llega la ceguera eltiempo minsaludcol noticiasrcn wradiocolombia rcnradio noticiascaracol infopresidencia wradiocolombia mjduzan vickydavilah,0
2046,Isabel Pérez,@Isa_PerezA,2021-01-29T17:51:11.000Z,todos los científicos de mi tl qué buenos resultados los de jyj contamos con otra vacuna y esta comprada en colombiapetro es la peor vacuna que no y duque la compró en fase 2 y no 3 si porque por esperar es que estamos como estamosno puedo con ese man,0
2047,Héctor Fabio Cardona,@HFCardonaG,2021-01-29T17:48:31.000Z,ayer fallecieron 390 seres humanos en colombia por la covid19y seguimos sin vacuna y felicitando al gobierno,0
2048,alvaro auditore,@jamjo1971,2021-01-29T17:47:35.000Z,en colombia no hay previsto en su cronograma vacunar con la vacuna china sinovaces solo mirar en medios colombianos como el espectador o caracol,0
2049,R N E E,@RNEE_O,2021-01-29T17:33:00.000Z,primero encuentran a juan y a doña gabriela que en llegar la vacuna a colombia,0
2050,Oscar,@Ogiraldo_15,2021-01-29T17:30:04.000Z,dizque esperanzarse por la vacuna vivimos en colombia recuerden,0
2051,David Restrepo,@JDrestrepoU,2021-01-29T17:23:54.000Z,esos indios bolivianos ya están vacunando en cambio los blancos cuasieuropeos de colombia ni vacuna tienen,0
2052,Olga Lucía Cotamo,@OlgaLucaCotamo,2021-01-29T17:04:53.000Z,la policiaaduanera decomisó en el aeropuerto camilo daza 27 cajas del antiviral remdesivi medicamento que no es autorizado por el invima para su uso en colombia era movilizado por una mujer que se dirigía medellín la pasajera dijo que transportaba la vacuna contra covid19,0
2053,Matías Bianchi,@MatiasFBianchi,2021-01-29T17:02:09.000Z,me sorprende mucho que colombia todavía no tenga ni una vacuna 3er país más poblado y 4ta economía de la región me explican mafecarrascal nicolasdiazc camiloromero bienpensado marcisantacruz,0
2054,Ezequiel Perez E.,@EzperesE,2021-01-29T17:00:05.000Z,ejercicio solo para seres con visión futurista que llega primero el mesías a sabanalarga o la vacuna a colombia señores hagan sus apuestas,0
2055,Claudia Amaya,@CayitaU,2021-01-29T16:53:28.000Z,pfizer lanzó un comunicado desmintiendo a caracol y aclarando que el idioma no fue un problema en la negociación para la compra de la vacunaes un alivio saber que si en colombia todavía no está la vacuna disponible para sus ciudadanos solo se debe a la corrupción,0
2056,Andres Wilches,@and_wilches85,2021-01-29T15:41:36.000Z,en europa hay polémica por la distribución y producción de la vacuna de pfizer y aztrazeneca ya italia inicia acciones legales fuenteaskomartin con razón en colombia no se sabe nada de cuando llega y cuando empieza día de vacunación si allá esta así imagínense,0
2057,Roni,@Vernica88070333,2021-01-29T15:37:45.000Z,y la malparida vacuna pa cuándo de verdad que el gobierno de colombia es lo más vergonzoso que existe ratas hijueputas,0
2058,Cristian,@Cristhian_B777,2021-01-29T15:34:35.000Z,colombia debería gestionar la vacuna rusa que ha mostrado ser muy eficiente y de normal transporte,0
2059,Frank BG,@Guillo12773712,2021-01-29T15:21:11.000Z,con la creación de la vacuna y con las respectivas compras que han hecho los paises en colombia cada muerte por covid se deberia considerar muerte de estado ya que es por negligencia ivanduque alvarouribevel petrogustavo gustavobolivar courpenaleint cortesupremaj,0
