username,location,text
franmong2011,,@Nebiros96 Con una pequeña diferencia en chile #yomevacuno y vacunan en colombia #yomevacuno pero  no vacunan
MyriamGomoure,"Montevideo, Uruguay",#YoMeVacuno  Me vacuno con la que me toque cuando me toque.
LALove29684903,,"@HayQueVerOK @ladumas1 @SoyListorti @ferigle @CaromolinariOk @barbiesimons @lourdesanchezok @pautrapani @gfernandezok Dejen de inventar lo de la vacuna de COVID-19 con Yanina. La mamá de Yanina es una persona, lo que se cuestionó son los grupos que llegaron de Mexico, Colombia, India, etc etc, para vacunarse. Igual todos los que van calificando se pueden vacunar, sin importar status migratorio."
lafm,"Bogotá, Colombia",Colombia supera las 200.000 dosis aplicadas de la vacuna contra la covid-19 https://t.co/c4UcDL7inI
AndreaA49908134,"Bogotá, D.C., Colombia","El principio del fin de la Pandemia es la vacunación masiva. Hoy estoy feliz! 1er dosis de #VacunasCOVID19! Por mi, por mi familia, por mis colegas y por todos #YoMeVacuno"
LauraGarciaNo,"Montevideo, Uruguay","Mañana se pueden anotar aquellos entre 55 y 59 años sin otra restricción que la edad.

Vamos
#UruguaySeVacuna
#YoMeVacuno"
lamujerchilena,"Santiago, Chile.",#ayuda ¿qué significa personas con comorbilidsdes? Gracias gracias #YoMeVacuno 👌 https://t.co/6QDYlp2DEa
SSaludBoyaca,Tunja - Boyacá,"Informe de @MinSaludCol sobre actividad de #vacunación en Colombia🇨🇴, con corte al 04 de marzo, 5:00 p.m.  

En Boyacá ya se han aplicado 6.060 vacunas #segurasyefectivas 

#YoMeVacuno https://t.co/vsKnF3Eu1z"
panxo_xavier,"Arica, Chile.",#chile las personas con #tuberculosis o sobrevivientes de #tb tienen derecho a la vacuna covid-19 desde el 8 de marzo. El gobierno partirá por las personas con comorbilidades de 46 a 59 años. Infórmate en tu CESFAM u hospital #YoMeVacuno #findelaTB https://t.co/FwCJqTJ7GO
CriolloHuesos,,"@RevistaSemana Y colombia ni el intento de una vacuna, ni una fabrica por lo menos. Ahí tienen por creerle al innombrable, damos pena como país."
SENAMAGOB,Santiago. Chile,"➡️Ya nos acercamos a las 32 mil personas vacunadas en Establecimientos de Larga Estadía, entre residentes y cuidadores👏💉. Así seguimos avanzando con el Plan #YoMeVacuno y combatiendo el #COVID19 https://t.co/vn050O9oYh"
HospitaldeYumbo,"Yumbo, Colombia","#YoMeVacuno #VacunasParaTodos
El Hospital La Buena Esperanza, invita a toda la comunidad del Municipio de Yumbo, a realizar la actualización de datos en su respectiva EPS, puesto que es el primer paso para caracterizar la población y poder vacunar a todos. https://t.co/6piOjdRboS"
RattinMarcelo,,A perderle el miedo y vacunarse!!! #YoMeVacuno https://t.co/xrwLnNsDyc
WRadioColombia,Colombia,#NoticiaW | Colombia ha aplicado 206.475 dosis de la vacuna contra el COVID-19. &gt;&gt; https://t.co/XCxjfypgDz https://t.co/RVnAFyadyH
MindepMaule,"Talca, Chile","#CuidémonosEntreTodos #YoMeVacuno #ElMauleSeVacuna Hasta el Colegio Melián de Maule concurrió la Seremi del Deporte, Alejandra Ramos para acompañar a las personas de 61 años en la vacunación contra el Covid-19. También llegaron personas mayores para recibir la Segunda Dosis. https://t.co/aaQ9LachUd"
julianandres298,Bogotá,"Mis parcerxs docentes en Argentina ya están recibiendo la vacuna contra el Covid-19. Lo que me aumenta la bronca con Iván Duque, porque aquí en Colombia los docentes estamos muy lejos de conocer la vacuna... Nos envían a las aulas sin garantías ni respeto por nuestra vida"
Juanleuroca,,"@Pachovelez10 Ahí están las consecuencias de los carnavales y sus fiestas, además de un gobierno de Bolsonaro que le presta cero atención a la pandemia. Que peligro en Colombia si reactiva la vida normal sin recibir el famoso chuzon de la vacuna"
MinSaludCol,,"Informe de actividad de #vacunación en Colombia🇨🇴, con corte al 4 de marzo de 2021, 4 p.m.

#YoMeVacuno✌️ https://t.co/OPilYaNHcM"
BlackMelodico,,"@Altaescribano Esto es como en las pelis, sobre todo de tipo apocalíptico, el que no sigue las reglas impuestas o que piensa del revés que los demás, es el que sobrevive. Y el científico que va a solas, es el que tiene razón.
¿Estaremos en ese escenario?
Por si acaso #YoNoMeVacuno"
HogarDePony,Quillota - La Colina de Pony,"Si todo sale bien, el próximo jueves debería recibir mi segunda dosis #YoMeVacuno"
corposanmiguel,"Llano Subercaseaux #3519, S.M.","▪️Use su mascarilla 😷
▪️Presente su cédula de identidad o pasaporte

#ComprometidosConTuSalud
#SanMiguelTeCuida💛
#YoMeVacuno✌️"
CesfCentenario,"Los Andes, Chile","🟡 #VacunaciónCovid19
Viernes 5 de marzo de 09:00 a 15:00 hrs en Liceo Max Salas, vacunación a mayores de 60 años, también la administración de la segunda dosis a personas mayores de acuerdo a carnet. Trabajadores de educación se vacunan en Colegio María Auxiliadora
#YoMeVacuno✌🏻 https://t.co/OWhDsp04lV"
Nebiros96,"Pereira, Colombia",Apenas me vengo a dar cuenta que el lema que usan Chile y Colombia para su proceso de vacunación es el mismo: #YoMeVacuno
ministeriosalud,Chile,"- Vacunación contra #COVID_19 al 4 de marzo a las 17:00 horas, entre hombres y mujeres. #YoMeVacuno✌️ https://t.co/2obfMPlZQ1"
ministeriosalud,Chile,- Total de personas de 60 años y más vacunadas contra el #COVID_19 al 4 de marzo a las 17:00 horas. #YoMeVacuno✌️ https://t.co/3tLP5fL65S
ministeriosalud,Chile,- Total de personas vacunadas contra #COVID_19 al 4 de marzo a las 17:00 horas. #YoMeVacuno✌️ https://t.co/py6x8GFOXJ
ministeriosalud,Chile,- Total de personas vacunadas con primera y segunda dosis contra #COVID_19  este jueves 4 de marzo a las 17:00 horas. #YoMeVacuno ✌️ https://t.co/j3n7mRMnJX
ministeriosalud,Chile,- Total de personas vacunadas con la primera dosis contra #COVID_19 este jueves 4 de marzo a las 17:00 horas. #YoMeVacuno ✌️ https://t.co/ZL96fsNDQH
teodorofodo,So far So close,@MirandaBogota @MinSaludCol Y cuando las vacunas se conviertan en genocidio yo si quiero ver como van a justificar su complicidad!! #YoNoMeVacuno
melondono,,@jflafaurie Cual es la diferencia con Colombia? Los jóvenes huyen de este circo x falta de oportunidades. Será q en Colombia ya tiene la vacuna SOBERANA? Ahhh verdad esa es Cubana. @MariaFdaCabal @CeDemocratico
ebalino,Montevideo,"Este es el monitor oficial de vacunación... se actualiza cada 60 minutos... https://t.co/Meq85wRDV0

Vamoooooooo!
#YoMeVacuno
cc 
@doctari
 
@heynow
 
@IsbelCompany
 
@AmilcarPerea
 
@pablo2311
 
@diegoestol"
sebahagobian,"Montevideo, Uruguay","#YoMeVacuno! Porque es un acto de responsabilidad y solidaridad cuidarnos y cuidar a los demás, principios básicos para convivir en sociedad.

Además te lo dice “Vacunito”, que le hago el aguante porque es la mascota más uruguaya después del Torito de la Copa America del 95. 💉🇺🇾 https://t.co/mTVebuNSG2"
Gendarmeria_CL,Chile,"✅ Personas privadas de libertad, mayores de 60 años y con enfermedades crónicas, que cumplen condena en el Centro de Cumplimiento Penitenciario de Chillán recibieron la primera dosis de la #VacunaCOVID19 💉🦠👨🏻‍⚕️👩🏻‍⚕️#YoMeVacuno #CuidémonosEntreTodos https://t.co/DmRyJMUs8p"
NeyCastillo9,,"Me da pena que compatriotas que se podrían haber vacunado, no lo hicieron.
Me da pena y bronca porque si todos nos vacunamos cuando nos toque, será mucho mejor para todos.
¡Hay que vacunarse!
Las vacunas salvan vidas
Si te vacunás, salvás vidas.
#UruguaySeVacuna #YoMeVacuno"
gemvep_usach,,"Cifras Hospitalizaciones por #Covid_19 del día #4Marzo en Chile:

Pacientes UCI 1.721
Pacientes Ventilados 1.473
% Ocupación UCI 93,4%
% Camas UCI por COVID-19 64,7%
Camas Críticas Ocupadas 2.658
Camas Críticas Disponibles 187

 #covid19chile #FelizJueves #YoMeVacuno https://t.co/ehQNUHJz5z"
Jesus_Enrique88,Los Cuatro Diablos - Chile !!,"VIDEO “Yo soy Beals hue…, conóceme”: Alcalde UDI, de San Felipe región de Valparaíso Christian Beals golpea en la cara a sujeto en pleno centro de la ciudad.

#YOmeVacuno💉#MixtaNO👎 #VotaIndependientes ✔
Melipilla desde 1.742😃

👀👇
https://t.co/J0lDveteBQ https://t.co/T4vl2nO8iz"
taniadelche,,"Éramos tan poooooooo ... cos 🌝
Ventajas comparativas impresionantes, eeeeh!
Vamo arriba #YoMeVacuno https://t.co/fSF5MOGgmL"
germanreyesf,colombia,Plan de Vacunación en Colombia es una prueba piloto: Veeduría a la Vacuna y Vacunación ASMEDAS Antioquia ⁦@NoticiasCaracol⁩ ⁦@NoticiasRCN⁩ ⁦@BLUAntioquia⁩ ⁦@lafm⁩ ⁦@RevistaSemana⁩ ⁦@CMILANOTICIA⁩ ⁦@HOLLMANMORRIS⁩  https://t.co/CLTgq2ppHS
PichoHill,Montevideo - Uruguay,Hola gente! Que esta pasando que gente habilitada para vacunarse no lo está haciendo?? Hay que vacunarse!! #YoMeVacuno
MattoneFabian,En algún lugar del planeta. ,Che me jodes? Despues del choreo o Vacuna-Gate a Gines lo premian con una embajada en Colombia... Beto bigotes de algodón: Usted no aprende verdad?
area6sp,📍Calle 28 1.,"¡Ya se han  más de 11,000 vacunados por el #ÁreaVIdeSalud!

¿Y tú vacunaste a tus abuelitos y adultos mayores?

#CuidemonosTodos🇩🇴
#JornadadeVacunación
#YomeVacuno💉❤️
#UniversidadUnphu
#VacunaCOVID19
#2021✨😷
#VacunateRD
#AreaVIdeSalud
#saludpublica https://t.co/XEXNI7Vtk2"
germanreyesf,colombia,Plan de Vacunación en Colombia es una prueba piloto: Veeduría a la Vacuna y la Vacunación – ASMEDAS Antioquia ⁦@MinSaludCol⁩ ⁦@Supersalud⁩ ⁦@CarolinaCorcho⁩ ⁦@petrogustavo⁩ ⁦@GNavasTalero⁩ ⁦@QuinteroCalle⁩  https://t.co/CLTgq2ppHS
CesfamCienfuego,21 Norte c/calle 7 Santa Inés,"📆 Calendario Campaña de Vacunación COVID-19 para la semana del 08 al 12 de Marzo.
#CuidémonosEntreTodos😷 #YoMeVacuno✌️ #ViñaDelMar https://t.co/1JmYnYyD90"
franciscoalv,Viña del Mar ,Ola mamá se me olvidó publicar que me habían puesto la segunda dosis de la vacuna ayer #xao #YoMeVacuno
FelixMoraTe,"Bogotá, D.C., Colombia",Por fin ......! #YoMeVacuno https://t.co/VuVlHEal2g
valedevries,,"En Colombia es más fácil que crean que la Virgen se apareció en una arepa, a que crean en la vacuna."
Rios53Rios,POPAYAN,"POR EL BIEN DE COLOMBIA BARRERAS ES LA VACUNA ANTIPETRO.

La polémica en redes por supuestos trinos de Roy Barreras sobre Petro https://t.co/w3cUuEcAJB"
DamianAldeta,🇺🇾MENDA🇺🇾LERENDA🇺🇾,"@TertuliasLiber1 En cualquier momento te manda la patota el Dr. Daniel Salinas, que no le gusta que le digan la VERDAD y CENSURA y te pone como causa ""incitar al odio"".

Es un atrevido.
#pLandemia #YoNoMeVacuno #PCRgate #Nuremberg2 https://t.co/hDeIdDvt0g"
geisse_carlos,Puerto Montt,"En los lugares aislados también debemos seguir avanzando en nuestro plan de vacunación, por eso llegamos a #CaletaCóndor para participar de un operativo con los habitantes del sector. Ya llevamos cera de 190 mil habitantes de la región vacunados. Seguimos avanzando #YoMeVacuno https://t.co/sK4m6UUUzR"
Teresa53211613,,#YoMeVacuno Mañana me toca  Agendar!!  Que momentoooo!!
ValenciaGuille8,xiaobei,"@Victoria5219 Vestí así, pero #YoNoMeVacuno NO soy rata de laboratorio."
Caliente1069fm,"San Pedro, Colombia","Vacunarse contra la COVID-19 es la manera más segura de ayudar a generar protección, salvar millones de vidas y cuidar del bienestar de tu familia, amigos y comunidad. #YoMeVacuno https://t.co/Qd3MUG1bcF"
Gabriella750222,"Mdeo, Costa de oro, URUGUAY!","@TelemundoUY @ximenabarbe @ximenabarbe gracias por la nota, es fundamental la presencia de los comunicadores para seguir dando difusión a la vacunación. No se vacunan 30 personas por día, solo en el turno de 12 a 18 se vacunaron 120 personas, de las 344 agendadas. 
#YOMEVACUNOPORVOS
#YOMEVACUNO
💪🇺🇾🇺🇾🇺🇾🇺🇾"
nicolenia,"Mar del Plata, Argentina","@MComadreja ¿Contra qué? ¿Contra una enfermedad que ataca gravemente sólo a pacientes de riesgo, o a ovejas que hicieron caso a todo y destruyeron su sistema inmune? #YoNoMeVacuno 
Yo respiro aire puro; camino, tomo sol, como sano y visito amigos.😉 https://t.co/xid8WjdfG9"
BETELGEUSE430,,@July_Sam_ @MirandaBogota @anyelatutis @Compensar_info Entonces la vacuna es por ser amigo del gobierno y no por ser ciudadano de Colombia? Asco es no tener la capacidad de criticar a pesar que las cosas no funcionen bien.
EmbEspPan,Plaza Porras - Panamá,"El embajador 🇪🇦 Javier Pagalday se ha reunido esta mañana con la viceministra 🇵🇦 de Salud, Yvette Berrio, @MINSAPma para tratar asuntos de interés común y, en particular, la evolución de la campaña de vacunación contra la #COVIDー19 #YoMeVacuno #YaFaltaMenos https://t.co/pR1tPGwynB"
ONU_es,Nueva York,"¡Buenas noticias de salud!

Colombia es el primer país de las Américas en recibir las vacunas contra la #COVID19 a través del mecanismo COVAX, la iniciativa destinada a garantizar acceso equitativo a la vacuna. 

#SoloJuntos podemos acabar con la pandemia. https://t.co/xcm3pcE4I7 https://t.co/MtBYkDRWxn"
MarzoaRaquel,"Ferrol, España","Mascarilla, jabón y vacuna son la KRIPTONITA para vencer al coronavirus.💪
No lo voy a negar: ODIO LOS SUPER PODERES DEL COVID!!🗣📢
👎 Nuevas muestras del ""poder JETA"" en vacunaciones..🤬
👎 COVID ""super-PROTAGONISTA"" respecto a patologías no-COVID..😤
SENTIDIÑO.🙏
#YoMeVacuno https://t.co/6PiFWXkiV5"
mrafael70,"Santa Marta, Colombia","A 🇨🇴 llegaron las vacunas con meses de retraso y la vacunación masiva parece no arrancar. A este ritmo se inmunizará a toda la población en el 2028, y no sería extraño que políticos cercanos al Gobierno utilizaran la vacuna para hacer campaña en 2022.

https://t.co/8TofDZr7qg"
ioiotinez,,Ya hay más vacunados que el total de casos positivos 💪 #YoMeVacuno https://t.co/MKTJFww7lA
Aliciapesamosca,Montevideo Uruguay,Desde mañana se pueden agendar  personas entre 55 y 59 años para vacunarse #YoMeVacuno https://t.co/JJOSPGOEZx
odpdh,América Latina ,¿Usted tiene claridad sobre el proceso de Vacunación informado por @MinSaludCol en Colombia y sabe cuándo accederá a la aplicación de la vacuna contra #COVID19?
bertosabino,,"Buenas noches queridísim@s 
Amig@s de Twitter 🤗
que tengan un maravilloso 
descanso con sueños bonitos.
Abrazos y besos!❤️
#Quedateencasa🏠🍀
#CuidarteEsCuidarnos🏠
#YoMeVacuno 🇷🇺💉🇦🇷💫💫💫 https://t.co/wjVQF2rXEj"
AlElContadero,"Contadero, Colombia","A través de nuestra E.S.E Municipal Sagrado Corazón de Jesús iniciamos la Vacunación para nuestros Adultos Mayores, esperamos cubrir toda esta población prioritaria toda vez que nos lleguen más vacunas.
@MinSaludCol #YoMeVacuno https://t.co/mO0QVgzcW5"
AS_TikitakasCO,"Bogotá, D.C., Colombia","💉 La plataforma ya está en funcionamiento para que los ciudadanos priorizados consulten fecha, lugar y hora para recibir la vacuna, que desde febrero se aplica 📱

https://t.co/Z5l0UZ9M4x"
Sisto1Si,Ordes (A Coruña),"El despliegue mundial de vacunas provocará nuevas variantes mutadas del COVID-19, según un científico de Oxford
EL NEGOCIO PERFECTO: YO TE ENFERMO Y TÚ, necio, me compras más ""vacunas"" que te vuelven A ENFERMAR 
#yoNoMeVacuno  #FarmafiaNuncaMás     

https://t.co/soxeBIMkgc"
Nefrocl,"Santiago, Chile","En la imagen, de izquierda a derecha, está doctora Patricia Herrera, doctor Rodrigo Mansilla y doctora Ana Mireya Ortiz después de la inoculación contra el Covid-19.

#NefroSeVacuna #YoMeVacuno https://t.co/pOQTpy6aDP"
MinvuRM,"Santiago, Chile","¿Quieres saber cuándo ir a vacunarte? 💉

Revisa la actualización al Calendario de Vacunación que va desde el 8 y 14 de marzo 🗓👆🏻

Encuentra los centros de vacunación disponibles a lo largo de todo Chile, grupos objetivos y mucho más en
👉👉 https://t.co/ljX44HjdwD

#YoMeVacuno https://t.co/RACGmpzYJ7"
MSaludSantiago,Santiago del Estero Argentina,"#SantiagodelEstero inició vacunación contra la COVID-19 a docentes del nivel inicial, primario y especial #YoMeVacuno 
https://t.co/KapMJcaSgn"
juanfer3012020,,Que Cuba ya tenga su propia vacuna contra COVID nos demuestra que ese famoso dicho “castrochavismo” es una expresión de idiotas arrodillados que viven y se enriquecen del subdesarrollo en Colombia @tobonsanin @petrogustavo @IvanDuque @diegomatteus @Margaritarosadf @Matador000
estigamboa,San Sebastián,"Hoy me han puesto la 2a dosis de la vacuna. Ya me siento un poco más segura. Mezcla de emoción y esperanza porque la solución llegue hasta el último rincón de la tierra. 
#yomevacuno #portipormiportodos
#COVID19 https://t.co/Aniall7phz"
BLANQUI87742963,"Montevideo, Uruguay",@LuisLacallePou presidente si hay vacunas y los habilitados a vacunarse aún no han ido o se borraron- porque no habilitan a otra franja de la población que si quiere vacunarse?? #YoMeVacuno https://t.co/KqqffPPKPF
ClinicaLaColina,"Bogotá, Colombia","Porque amamos la vida, hoy estamos cambiando la historia de esta pandemia. #YoMeVacuno #MeVacunoPorTi https://t.co/TVEbMKvxPe"
KiskoRRute,Rute - Córdoba - España,Para esta vacuna no hay que esperar a las farmacéuticas. Administrarnos una dosis de conciencia depende de nosotros #yomevacuno #8M #igualdad en Rute ( Cordoba) https://t.co/0eWJUb9pwY
ClinicaLaColina,"Bogotá, Colombia","¡Hoy parte del equipo de la Clínica La Colina, ha sido vacunado! #YoMeVacuno #MeVacunoPorTi https://t.co/xgLOuVaR1e"
SergioAndresBu3,Bogota,#DespiertaMundo #DespiertaColombia #YoNoMeVacuno !!! #TratadoDeNuremberg #LeyNatural #DerechosHumanos NO a La #LeyAuschwitz !!! #Eugenésia #Eutanásia #Homicídio #GENOCIDIO #TerrorismoDeEstado !!! https://t.co/nxQBFfDkQG
91_andr3s,,"@jobiyus @_theosorio Dejen la envidia, el Man salió por sus labores sociales, capacidades intelectuales, taciturno, vegetariano, vegano, embajador de la unicef y próximo presente de Colombia y creador de la vacuna Pfizer y demas, ese man es el ejemplo perfecto de polombia jajajajaj"
indignadocol1,,"Sí, es para polarizar, los cubanos bloqueados hace más de 50 años ya tienen vacuna producida por sus científicos, Colombia se acerca a 60.000 muertos y ha vacunado el 0.55% de la población, con vacunas compradas tarde y de a poquitos. https://t.co/89EvPs4vT0"
