username,location,text
presidenciaresp,Santiago de Chile,"Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno https://t.co/2ts7bTf3HY"
SeremiTrabajoRM,"Santiago, Chile","A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/zWpOblHlRW"
Occult_doctor_,,"Desconfían de una vacuna que ha pasado por estudios clínicos en manos de expertos, pero si se toman el licuado de Herbalife para bajar de peso que les prepara la doña de la esquina que tiene un IMC &gt;40. #YoMeVacuno"
MauleSeremi,,"💠 Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno https://t.co/NNM2WWlhhS"
gobTalca,"Talca, Chile","A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/jIkGUVjzmt"
Voceriabiobio,"Región del Biobío, Chile","💠 Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno https://t.co/1mbYvq1Y2r"
Wilmarmarche,Uruguay,"Bueno, ya le vacuné y no me morí. #YoMeVacuno"
Lechedescremada,,"Si me he vacunado hace dos semanas (primera dosis), ahora presento síntomas, mi PCR podría darme un falso positivo por la vacuna? O seria un real positivo de contagio? @ministeriosalud #VacunaCOVID19 #COVID #Covid_19 #YoMeVacuno #coronavirus #COVID19"
SuperDeSalud,Chile,"A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. 
¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno ✌️ https://t.co/yKP3UMkB6f"
mindefchile,"Zenteno 45, Santiago","A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/L0ZwKtuMiU"
gober_quillota,Quillota,"A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/uZ5K4AIUpf"
rober_hache,valladolor,"#YoNoMeVacuno me gustaría ver a los que se la ponen lo felices que van pensando que van a recuperar su vida.
Te has leído lo que llevan?
Más que nada por si eres alérgico a algo.
Tienes un prospecto como el paracetamol que te indique exactamente todo?
Pues pa dentro! https://t.co/TQvxc0aOSK"
dos_segegob,Chile,"💠 A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica. Además, se han inoculado más de 3,5 millones de personas.  
¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/LVJfXjJTDN"
JohnBermudezG,"Bello, Colombia","Avanza la llegada de más lotes de vacunas y así mismo, miles de colombianos cubiertos con el Plan Nacional de Vacunación, gracias a la gestión del Gobierno Nacional en cabeza del Presidente @IvanDuque y del Ministro @Fruizgomez #YoMeVacuno https://t.co/tAVC1ubCgL"
gorebiobio,"Concepción, Chile","💠 Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. 
#YoMevacuno https://t.co/aK41qtnms5"
SeGeGobAraucana,"LA Araucanía, Chile","🟢Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno https://t.co/nM8mAqIHM7"
jma_malaga,,¡Qué mejor que vacunarse con la camiseta de nuestro @MalagaCF ! #YoMeVacuno #Volveremos https://t.co/FqrKu5rs2b
jano_astorga,"Santiago, Chile",Hoy mi padre recibió la segunda dosis #VacunaCOVID19 #YoMeVacuno
CWalmapu,Cunco,"Victoria Abril gracias a su poder mediático y a su valentía consigue hablar en los medios masivos lo que llevan meses y meses censurando. 

Abre los ojos....#DesobedienciaCivilMundial #Plandemia  #PcrFalsosPositivos #YoNoMeVacuno  #DictaduraSanitaria https://t.co/Sx4SwcD8V1"
MinDesarrollo,"Catedral 1575, Santiago","A un año de la llegada del Coronavirus a Chile, hemos recibido cerca de 8 millones de vacunas, asegurando la vacunación de toda la población crítica del país en el primer trimestre del 2021. ¡Seguiremos trabajando con más fuerza! 💪🏼💉 #YoMeVacuno https://t.co/pIqEgZ1AR2"
ddia7940,,"Todos negativos... Dónde está la pandemia?
#NosMienten
#FeijooDictador #FeijooCarcelero
#YoNoMeVacuno
#NoLeyAuschwitz https://t.co/fY2J1BFja8 vía @El Progreso de Lugo"
alvaroorduz,"La Ceja, Colombia",@IvanDuque A paso firme de tortuga  y entrega a cuenta gotas para poder mantener su marrano'boys show y dejar en el despeñadero a Colombia cada día más crímenes de lesa humanidad más miseria más  inseguridad y ahora con  su pildorita de la vacuna nos aguevo
MinjuDDHH,"Santiago, Chile","A un año 🗓️de la detección del primer caso de Covid-19 en Chile 🇨🇱, queremos destacar lo exitoso de nuestro Proceso de Vacunación Masiva 🙌🏻💉 

Seguiremos desplegándonos por todo el territorio nacional  ¡JUNTOS vamos a superar la pandemia! 
#YoMeVacuno  ✌️ https://t.co/uAVSY1c7XI"
GobCordillera,,"💉😷vecinos de la #ProvinciaCordillera aquí pueden consultar el calendario de vacunación contra el COVID19 

🗓Desde el lunes 1 al viernes 5 de marzo

✅Usa mascarilla
✅Lava tus manos frecuentemente
✅Mantén 1 metro de distancia

😷info en https://t.co/X2eGqJjI2H #YoMeVacuno https://t.co/Zvv68jZXOx"
Lanoviacadaver_,En mi ataúd.,"Sin efectos secundarios desde ayer, se encuentran genial.
Agradecer la atención y la amabilidad de los sanitarios que se estaban encargando de la vacunación 👌🏻
Por fin vamos viendo un poquito de luz después de pasar tantísimo miedo por nuestros mayores.
#YoMeVacuno 💪🏻💉"
piscosommelier,Pisco Elqui,"Hola, holaaaa! Aquí la regalona Laika, tomando su baño de sol. Que tengan tod@s un hermoso día y les enviamos toda la buena vibra desde el Valle de Elqui! 😃🤗🐶🌞✨ #ValleDeElqui #FelizMiercoles #QuedateEnCasaYa #YoMeVacuno https://t.co/U4Rtzvrd77"
oscar_gaston,"Punta Arenas,Chile",Excelente ‼️: Se inicia la “segunda patita” #YoMeVacuno #COVIDー19 #RegiondeMagallanes https://t.co/nb2qCQxgIe
CesfCentenario,"Los Andes, Chile","#VacunaciónCovid19 💉 
En Liceo Max Salas y Polideportivo Codelco comenzó la entrega la segunda dosis de la vacuna contra el Covid-19 a personas mayores de acuerdo a su carnet de vacunación, también continúa el calendario por edades. 👨🏻‍🦳👴🏼👩🏻‍🦳
#YoMeVacuno✌🏻 https://t.co/VtnO0VzAg7"
Creuat_Tabarnia,Tabarnia (Espanya),"210 trabajadores del hospital de Plasencia han rechazado vacunarse
#YoNoMeVacuno 
https://t.co/7M2aFYVGAy"
Cormun_Rancagua,"Rancagua, Chile","📌💉Para recibir la vacuna, debes inscribirte a través de los números telefónicos indicados y esperar la hora y fecha para acercarte al vacunatorio.

⚠️Evitemos aglomeraciones y largas esperas❌ #YoMeVacuno #RancaguaNoTeConfíes @alcaldesoto https://t.co/QF6vCRWocU"
VallesdelBiobio,,⭕️Valles del Bío-Bío informa que ✅ ¡El 100% de los locales de vacunación informados por alcaldes están abiertos! 👏🏻 Sigamos luchando contra la pandemia #YoMeVacuno @biobio @MOPBiobio @Amigopenquista @ICEBiobio @seremisalud8 @elsurcl @DiarioConce @biobioinforma1 https://t.co/q4JnI3PQ1o
sannicar,Madrid,"@policia_ODAC Inmunizarse es lo más importante y cuantos más haya mejor para todos. 
#YoMeVacuno (cuando toque)"
SSVSA,"Av. Brasil 1435, Valparaíso.","🔶Sabías que la vacuna Sinovac tiene 100% de eficacia para impedir casos graves con necesidad de hospitalización? 
➡️ Para más información entra a https://t.co/ZILZBNc4ba #YoMeVacuno https://t.co/b1Ii9IdOdO"
Hosp_EloisaDiaz,Froilan Roa 6542 La Florida,"#YoMeVacuno✌ | Hoy nuestras funcionarias y funcionarios comenzaron a recibir la segunda dosis de la vacuna contra el #COVID19💪

💉 Recordamos a nuestros equipos hospitalarios acudir con el equipo de vacunación portando su credencial, carnet de inoculación y cédula de identidad. https://t.co/n9O1xp23Ak"
COFMadrid,Madrid,"¡Los farmacéuticos seguimos sumando en la campaña de vacunación!🥼
Hoy se espera que, junto con los farmacéuticos que han participado en la realización de #testdeantigenos en las zonas de alta incidencia, se alcancen los 4.000 farmacéuticos vacunados.

#yomevacuno #juntosSumamos https://t.co/d0wpmWC0qp"
Creuat_Tabarnia,Tabarnia (Espanya),"Miguel Bosé, no a la Vacuna!
#YoNoMeVacuno 
https://t.co/TbPMPjzkkT"
FranchPato,,"@Rafa_Pons Gracias a ti por estas palabras de apoyo... en un momento en q ya empezamos a acostumbrarnos más a recibir palos y malas contestaciones, se agradecen... #YoMeVacuno"
VoceriaCoquimbo,La Serena,"Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!👏🏽✨ Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. #YoMevacuno ✌ https://t.co/8hys19IpGz"
SanAntonio_Gob,"San Antonio, Chile","✅ Más de 3 millones y medio de chilenas y chilenos 🇨🇱 se van vacunado 💉 hasta ayer contra el #COVID19 , hoy comienzan las inoculaciones de segunda dosis.
#YoMeVacuno @gaby_alcalde @ministeriosalud @DrEnriqueParis @SaludSsrv https://t.co/a4BIruIdWm"
hcsba,"Av. Santa Rosa N°1234,Santiago","#YoMeVacuno | Los funcionarios del @hcsba comenzaron a recibir la segunda dosis de la vacuna contra el COVID-19.

💉 Recordamos que es importante recibir la segunda dosis el día exacto que indica su carnet de vacunación y asistir con la credencial.

#JuntosNosLevantamos https://t.co/DhlH0Aw5RO"
despierta_bog,,@IvanDuque La mayoría de países estan rechazando la vacuna pzifer por qué tiene muchos efectos secundarios porque Colombia la recibe?
OmarYacoman,San Pedro De La Paz,"Sin foto no hace efecto, 2/2 ahora si full 5G #YoMeVacuno! https://t.co/A2QS4o6ytG"
MeVacuno,Ministerio de Salud,"@pilar31736431 @vidalsnico Hola, @vidalsnico te dio la respuesta #YoMeVacuno ✌"
RadioMagdalena,"Santa Marta, Colombia","#Nacionales
El presidente @IvanDuque anunció que hoy a las 5:34 a.m. llegó al Aeropuerto El Dorado, lote de 100 mil dosis adquiridas en el proceso bilateral con Pfizer y que se distribuirán en todo el país. #YoMeVacuno https://t.co/ziHjWYTONz @infopresidencia @MinSaludCol https://t.co/zFOUhiS6rD"
O_F_Miranda,Metropolitana de Santiago,@ministeriosalud #YoMeVacuno  me llegó un mail de seguimiento tras la vacunación me parece ¡excelente! https://t.co/fVf5eCBUwV
MeVacuno,Ministerio de Salud,@By_Canvilo_S @MuniCerrillos @serv_saludmc El viernes 5 de marzo serán vacunadas las personas de 60 años con y sin comorbilidad #YoMeVacuno ✌
MinvuRM,"Santiago, Chile","📌Hace un año el Coronavirus llegó a Chile. Hoy, 3 de marzo, podemos decir que ¡ya se han vacunado más de 3.5 millones de chilenos y chilenas!

✅Lo que parecía un sueño, se ha convertido en un proceso de vacunación que nos llena de esperanza. 

#YoMeVacuno
#FelizMiercoles https://t.co/bFsk1jZV4d"
MeVacuno,Ministerio de Salud,"@cmilillo @simon_arriaza De acuerdo al calendario de vacunación, las personas con patologías pulmonares están considerados en una próxima etapa #YoMeVacuno ✌"
MeVacuno,Ministerio de Salud,@Valesp_h Revisa en esta lista 👉 https://t.co/Ibb13Z6LsG el vacunatorio Pfizer más cercano a tu domicilio #YoMeVacuno ✌
docisadavila1,"Maldonado, Uruguay","Por las dudas y aclarando  a “Todos “( no necesita “a” ni “e”)
El enemigo  hoy no es el Gobierno ni la oposición,es el CORONAVIRUS.
No rompas los huevos ....”PONE EL BRAZO AL PAIS”
Vacúnate 
#YoMeVacuno"
SeremiSaludRM,"Olivares 1229, Santiago, CL","Para facilitar los tiempos de espera en nuestra oficina de Atención a Usuarios, ingresa a https://t.co/1s3gG4Fzp6 

#YoMeVacuno https://t.co/Z0m2h18vnv"
SOLVALENZUELAB,,"Te cambio el titular : Hace una año el Coronavirus llegó a Chile.Debemos lamentar la partida de 27.000 compatriotas, vemos una luz de esperanza en el #YoMeVacuno ,pero falta mucho por delante.A cuidarse y cuidar a otros. https://t.co/YLiU2rctFT"
jppbrauliorubio,"La Florida, Chile",Drs @pdazan @DrEnriqueParis y alcalde @rodolfocarter porque si tengo una enfermedad autoinmune y segun calendario que la. Dra daza compartió esta semanae toca vacunarme y se estan negando a vacunarme porque no me corresponde quien me puede ayudar #YoMeVacuno #ContigoCHV https://t.co/jEfvuubz13
ASSEcomunica,Uruguay,"El Equipo de Gestión de la Red de Atención Primaria (RAP) de Canelones, Regional Sur, visitó las Policlínicas de Sauce, Villa Felicidad y Progreso esta semana, junto con los equipos locales en el marco de la campaña #YoMeVacuno #UruguaySeVacuna https://t.co/5Wl7uMYOZp"
NCBelloO,Chilito hermoso y movido,Felicitaciones al Hospital Base de Osorno. Expedita y muy organizada Vacunación 2a Dosis. Se pasaron. Gracias  #YoMeVacuno  @SSaludOsorno https://t.co/MzfrS29grh
jimmyanjel,Ahora en cualquier lugar..ahí,"En todo lo que hagas, que nada te detenga. Debes ser fuerte, sin ser rudo.
La persona que no tiene nada bueno que decir de si mismo, habla mal de los demás.
Todo lo que un día no debió empezar, termina mal.
#03Mar #SaludMental #QuedateEnCasaYa #ColombiaHumana #YoNoMeVacuno #Salud https://t.co/3UTOUNav6n"
MeVacuno,Ministerio de Salud,@Fabiola1979 @Muni_Recoleta En esta lista de vacunatorios Pfizer puedes encontrar el más cercano a tu domicilio https://t.co/Ibb13Z6LsG #YoMeVacuno ✌
VoceriaAtacama,"Atacama, Chile.","Revisa la actualización del Calendario de Vacunación contra el COVID-19, que va desde el 1 al 5 de marzo 🗓️ Encuentra tu centro de vacunación más cercano, grupos objetivos y mucho más en 📲 https://t.co/CBy6OJAxnj
#YoMeVacuno ✌🏻 https://t.co/qIBpudOaGO"
SeremiSalud_I,"Iquique, Chile","📆 Conoce el calendario del proceso de vacunación masiva contra #COVID_19 para la semana del 1 al 5 de marzo. 

#YoMeVacuno ✌🏼
#Iquique
#AltoHospicio
#PozoAlmonte https://t.co/Mb4CYsMFRW"
noemirodriguezv,Málaga,Haz como las Infantas #Vacunate #VacunasCOVID19 #YoMeVacuno #ellassevacunan
MeVacuno,Ministerio de Salud,@pequechipi La autorización entregada por tu médico tratante debería ser suficiente para acceder a la vacuna #YoMeVacuno ✌
SOLVALENZUELAB,,"@GobiernodeChile Corten la cadena de contagio. #YoMeVacuno es sólo una parte del control de la pandemia,pero la trazabilidad es deficiente y vamos directo al colapso."
AquilesLange,Ruta 78,La plataforma #YoMeVacuno me dice que no hay vacunatorios con stock de vacunas en el puerto 😱😱😱😱 https://t.co/uZeVN2RgfK
SEREMISalud_15,"Arica, Chile","Hoy iniciamos una nueva jornada con mucha energía y optimismo. Le recordamos a todos los adultos mayores la importancia de inocularse contra el Covid-19. Desde las 9:30 hrs, comenzamos con la administración de segundas dosis para mayores de 90 años
L@S ESPERAMOS!
#YoMeVacuno 💉✌ https://t.co/bzMfTemtTS"
MeVacuno,Ministerio de Salud,@m_v1var_cl La instrucción del @ministeriosalud es que se respete el calendario de vacunación  #YoMeVacuno ✌
SSaludAtacama,,"Este miércoles seguimos con nuestro Calendario de vacunación 🔴💉

Compartimos punto y horarios de vacunación para los siguientes grupos objetivos en #Copiapó 

Detalles acá👇#YoMeVacuno
Ante cualquier consulta puede llamar a nuestro
Fono Atacama Salud 📞
800 360 335  #Atacama https://t.co/BPzvEgw7J6"
VoceriaAtacama,"Atacama, Chile.","¡A despertar con buenas noticias! Acaban de aterrizar a Chile más de 200 mil vacunas Pfizer para seguir combatiendo el Covid-19 💪🏻👏🏻🇨🇱 
#YoMeVacuno ✌🏻 https://t.co/fcmJU7CmH7"
RadNalCo,"Bogotá, Colombia","#SeñalDeLaMañana | ""Una de las razones por las que recibirnos de primeros vacuna del mecanismo Covax fue porque teníamos todo el mecanismo de ultracongelamiento listo, Colombia ya estaba preparado con cadena de frio y distribución"": Víctor Muñoz, director del Dapre."
pulzo,Colombia,Así se repartirán dosis de las 100.000 vacunas Pfizer que acaban de llegar a Colombia 💉👉 https://t.co/o3WIDFdfIA https://t.co/kNxI66BDOT
