,Unnamed: 0,Unnamed: 0.1,Nombre de usuario,Usuario,Fecha,Texto,Sentimiento
1111,1111,1111,Juan Eduardo Mendez Miranda,@jedomm,2021-02-17,madre vacuno contento dar botella agua jugo sandwich jajaja siempre pensar comida buen vacuno,1
1112,1112,1112,Carla Quezada,@carlaquezada,2021-02-17,mas versión proyecto tesis mostrar gobierno arte improvisacion si insistenten profe deberir ser prioridad impresentable 40 estar recien 1 semana marzo mineduc,1
1113,1113,1113,Cata,@catalaaaiiina,2021-02-17,claro querer hacer entrar presencial querer vacunar cesfam enriqueparis2 ministeriosalud,1
1114,1114,1114,Sandra Audioloquita,@spcm3,2021-02-17,querer volver abrazar mama consentir él gustar miedo vacuna salvar vida,1
1115,1115,1115,𝒜𝓃𝒹𝓇é𝓈 ℛ𝓊𝒾𝓏 𝒢𝓊𝓉𝒾é𝓇𝓇ℯ𝓏,@kevinruizgut,2021-02-17,ahora faltar guisa guiso 1 foto vacuna 2 foto enfermera 3 numeral 4 acompanado frase bibilico unq frase motivacional ridiculo todo,1
1116,1116,1116,IzaBellaJR,@IZABELLAJR,2021-02-17,hoy influenza neumococo responsable salud,1
1117,1117,1117,Maritza,@MaritzaHoney,2021-02-17,si tú creer pastilla adelgazante calidad moral desconfiar vacuna,1
1118,1118,1118,1000 preguntas,@1000p_cl,2021-02-17,cuanto persona vacunado chile vacunado 2398006 persona 123 poblacion izkia siche,1
1119,1119,1119,Maria F. Gutierrez,@Mafeguar,2021-02-17,comienzo luz esperanza lograr derrotar pandemia evitar menor tiempo mas perdido vida,1
1120,1120,1120,Jesús Alberto Zapata Rincón,@JesusZapataCuc,2021-02-17,ver primero persona vacunado genero alegria aguar ojo sentir esperanza volver normalidad preocupación tiempo claro aun respectivo protocolo cuidandonar,1
1121,1121,1121,Nicolás Matus,@NikolaiMatus,2021-02-17,holar mevacuno personal trabajar linea aereo transporte terrestre maritimo poder ir vacunar,1
1122,1122,1122,William Sánchez,@willysan009,2021-02-17,fin llegar gran esperanza vida dio misericordia gracias realizar gestion traer esperanza vida,1
1123,1123,1123,Luis C. Serrano Santamaría,@LCSerSan,2021-02-17,mente barbie,1
1124,1124,1124,Angela Sánchez Leal,@AngelaSanchezL,2021-02-17,buen noticia manana jueves 18 febrero comenzar cronograma vacunacion bogoto iniciar personal salud primero linea 7 hospital ciudad arrancar hospital kennedy,1
1125,1125,1125,Enrique Trujillo,@Enrique20181844,2021-02-17,vacuno odio infame destructor izquierdo colombio,1
1126,1126,1126,Ragna,@ChalecoRagna,2021-02-17,vacuneojala servir virus comunacho,1
1127,1127,1127,Soy Un Pueblo,@SoyUnPueblo2,2021-02-17,gobierno duque resolver improvisador ineficiente ivanduque,1
1128,1128,1128,Greg Contreras ︽✵︽,@thegreko,2021-02-17,igual subir foto mio llegar enfermo subir foto carnet vacunacion,1
1129,1129,1129,Nicolás Garzón l,@nicokinesis,2021-02-17,turno afanar continuar autocuidado salir mejor manera,1
1130,1130,1130,RafaelHP,@RafaelHpre,2021-02-17,turno decir,1
1131,1131,1131,Karen_beatrix,@kblisboa,2021-02-17,mami feliz recibir primero dosis,1
1132,1132,1132,Pablo Andres Pinzon,@Pabluchooo,2021-02-17,pues si alegrar llegada vacuna celebrar empezar vacunar dia hoy criticar si deporte mas opinion personal reflejar amargura resentimiento servir,1
1133,1133,1133,Reporte COVID-19,@ReporteCOVID19,2021-02-17,alcen mano estar listo,1
1134,1134,1134,Juan Camilo Mesa,@ElNutriDice,2021-02-17,emocionar ver iniciar vacunar colombia fin tanto cosa visto ultimo ano pasado profesional salud equipo apoyo detra quedar mas sino desear salir mejor manera,1
1135,1135,1135,Ronny Suárez Celemín,@RonnySuarez_,2021-02-17,mejor momento decir tú,1
1136,1136,1136,mayuperiodista.com,@mayuperiodista,2021-02-17,ir feliz machado simbolo esperanza junto ir derrotar gracias dio gracias ivanduque primero gestion colombiano,1
1137,1137,1137,jeiderotero,@titonjd,2021-02-17,favor dio hoy empezar principio fin pesadilla,1
1138,1138,1138,Javier Santiesteban,@santiestebanCD,2021-02-17,felicitación presidente ivanduque lograr traer esperanza territorio llegada aplicacion primero vacuna covid 19 hoy dia conmemorar cedemocratico,1
1139,1139,1139,Milena Botero,@milenabotero,2021-02-17,listo criticar burlar él atacar lado otropero aplaudir cosa buen pasar pais pocosojala nuevo capitulo salvar mucho vida ayudar unirno mas ciudadano,1
1140,1140,1140,Cami,@CamiArmy95,2021-02-17,vacunar papas tanto feliz querer puro vacunar yo csm falta caleta,1
1141,1141,1141,Sergio Gomez,@sagomezf,2021-02-17,populismo querer imponer pais izquierdo petrogustavo aliado castrochavista querer colombia cuba venezuelo dictador maduro,1
1142,1142,1142,Liliana Guzman,@lilianaeguzman,2021-02-17,hoy buen dia agradecer feliz vivir fe mucho persona tener oportunidad seguir abrazar gente,1
1143,1143,1143,Srta. Gatalina,@srtagatalina,2021-02-17,impactado quedar acabar leer estar vacunar trabajador portuario onda correr enfermo cronico grupo riesgo vacunar persona quiza nisiquero patologia base arruinar buen hacer,1
1144,1144,1144,Ema Carolina,@emacarolina,2021-02-17,papas vacunar hoy poder mas alegria cuota alivio esperanza cosa empezar mejorar,1
1145,1145,1145,Meda!,@Meda18,2021-02-17,preguntar si ministeriosalud trabajar alguno tiempo certificado descargable poder acceder gente empezar viajar nuevamente decir virus vacuna puesto,1
1146,1146,1146,Benjamín Romero Neubauer,@benja_r_n,2021-02-17,mas 11 región reportar positividad superior igual 10 reportar caso hoy preocupante,1
1147,1147,1147,Bibiana Ma. Guerra De Los Ríos,@BibianaMaGuerra,2021-02-17,emocion esperanza ver imagen aplicacion primero vacuna colombio poder bajar guardia carrera covid19 gracias hacer posible proceso,1
1148,1148,1148,Trini Swinburn Correa,@triniswinburn,2021-02-17,mama papa vacunado,1
1149,1149,1149,JOHN ELVIS VERA,@johnelvisvera,2021-02-17,solo esperar prontitud masivamente salud vida pueblo colombiano ivanducar minsaludcol opsomscol caracolarmenia1 caracolradio wradiocolombia contagioradio1 cuartodehoracol noticiasuno cmilanoticio pgncol noticlascaracol,1
1150,1150,1150,pingu,@pingudrama,2021-02-17,primero dosis pfizero correr cuerpo,1
1151,1151,1151,Rafael Perdomo,@RafaelPerdomol,2021-02-17,asmatico esperar momento pinchar vacuna ojala mas rapido previsto ser infectado dos vez covid19 deliverer llevar casa seguro ninguno lugar,1
1152,1152,1152,La Caqueteña,@magdatriana83,2021-02-17,toxico negativo malo leche,1
1153,1153,1153,Roberto,@RRiquelmeG,2021-02-17,dejar vacunar ser profesor menor 60 ano ritmo ir calendario ir tocar mediado marzo drenriqueparis sebastianpinera,1
1154,1154,1154,Cony Zambrano,@ConyZambrano,2021-02-17,pregunta serio mayor 67 significar persona 67 ano dia 68 ano,1
1155,1155,1155,Fresia Vernal,@fresiavernal,2021-02-17,suponer tocar vacunar yo 22 febrero contar dia ahora entero ministeriosalud cambio calendario postergo 1 marzo grupo riesgo entender,1
1156,1156,1156,Marco Arévalo Yepes,@marobey,2021-02-17,hoy dia creer ciencia creer tecnologia tener fe dio pandemia empezar ceder hoy dia 1 reactivacion gobcordobo orlandobenitezar,1
1157,1157,1157,Nicolás Torres Bolívar,@Nicolas_TorresB,2021-02-17,hoy dia esperanza quiza traspie dificultad motivar aprender analizar ocurrido especial trabajar amamar sector publico oportunidad sonar,1
1158,1158,1158,Dumar Maria deLos a.,@MariaDumar,2021-02-17,dio tanto perfecto hoy miercoles cenizo comenzar nuevo esperanza pais departamento,1
1159,1159,1159,naty,@natywentz,2021-02-17,ahora querer ser prioridad respetar calendario x cresta,1
1160,1160,1160,Tamara,@tamiayz13,2021-02-17,hoy turno lelito,1
1161,1161,1161,"Ale
al borde de un colapso total",@Neshyale,2021-02-17,medio chileno progre estar enojado malvado gobierno sebastianpinero gestionado bien tema vacuna,1
1162,1162,1162,lavaleriacaterina,@lavaleria1981,2021-02-17,querer agradecer saludresponde impecable amable atencion telefonico dar hoy persona hablar despejo todo duda adema transmitir tranquilidad seguridad gran trabajo,1
1163,1163,1163,Álvaro Rubio,@mugrequenomata,2021-02-17,ahora salir cochera descagar él redistribuir vacuna rendir el jugo naranjo poner nuevo amazona mapa,1
1164,1164,1164,Nicolás Castro,@CastroAlmeyda,2021-02-17,cedulo persona vacunar vitamina c 1111111111 0000000000 0101010101 9999999999 1234567890 9876543210 conocer show montaje vacuna existir limite maldad,1
1165,1165,1165,Análisis Político,@Analisis_Politi,2021-02-17,creer tú gobierno presidente ivanduque cumplir meta vacunacion ano 2021 628 372 129 voto resultado final,1
1166,1166,1166,Che Carlitos,@_checarlitos_,2021-02-17,volver correr calendario asi ir derechito pal 2050 vacuna nefasto mierda,1
1167,1167,1167,Chiwiloca,@elenitatquiere,2021-02-17,ser poquito contdeterés fotografa oficial vacunacion,1
1168,1168,1168,Mike Wu,@rojasma1,2021-02-17,politico querer sacar provecho personal inter general medio vender principio lavar imagen mejor postor,1
1169,1169,1169,Leoncio,@KANTAREMA,2021-02-17,asir varios alcalde usar campana politico saltar él fila miserable hacer cagar proceso ir bien,1
1170,1170,1170,Alvaro Medina,@AlvaroM35944735,2021-02-17,profesor menor 40 aparecer ninguno calendario vacunacion volver clase si recibo siquiera 1a dosis marzo,1
1171,1171,1171,Sari Patipelada,@SaryOasis,2021-02-17,oír hablar color favorito ver gusto opinión asi salud publicar asi reducir tema vacuna cuestion opinión ir,1
1172,1172,1172,Pedro Venegas Consejero Regional Indep,@pvenegasguerra,2021-02-17,holar buen dia recuerdo calendario vacunacion hoy edad 67 ano olvidar uso mascarilla lavado mano distancia bendecido dia lleno fe,1
1173,1173,1173,Dra.Arevalo,@clinaliciaare,2021-02-17,aplicatar vacuna dudar él tipor familia amigo,1
1174,1174,1174,Enfermería USJ,@enfermeriaUSJ,2021-02-17,hoy comenzar vacunacion covid alumno,1
1175,1175,1175,SUPERPIPE_10,@SUPERPIPE_10,2021-02-17,17 febrero dia pasar historia colombio iniciar plan vacunacion,1
1176,1176,1176,Robinson Vergara,@R_VERGARAH,2021-02-17,buen dia ser tendencia hoy despues tanto espera empezar vacunacion colombio,1
1177,1177,1177,Miguel Pereira,@Srcaiman92,2021-02-17,citar viernes poner yo primero dosis covid19 final nervio olvidado preguntar si fotografo poner llevar,1
1178,1178,1178,Pancho_WHO,@Pancho_Who,2021-02-17,udo covidiota comar rapidamente contestar poblacion chile muerto supuestamente coronavirus decir supuestamente hacer autopsia si averiguar despue pensar si todaviar vacunar,1
1179,1179,1179,Antonio Alarcó,@aalarcoblog,2021-02-17,canario mas vacunado contagiado importante mas 40000 vacunado,1
1180,1180,1180,Brainstorming,@BVSand,2021-02-17,pues chip puesto reconocer wifi ir mejor,1
1181,1181,1181,Rayo Costeño,@DAGO_COCA,2021-02-17,tanto bien ver adulto mayor recibir vacuna covid19 duda acierto ciencia decir él tambien acierto gobierno federal hacer falta si avanzar,1
1182,1182,1182,Dr Jiménez.,@GonsiLic,2021-02-17,palabra pandemio poder mencionar twitter prohibir libre expresion,1
1183,1183,1183,Dra.Arevalo,@clinaliciaare,2021-02-17,vacuna astrazeneco seguro poder aplicar adulto mayor eficacia 70 aun despues vacunar él haber seguir usar cubreboca vacuna medio salir adelante pandemia mifamiliamis pctes,1
1184,1184,1184,Oscar Tobar Olmedo,@otobarolmedo,2021-02-17,despue tiempo varios problema pais proceso vacunacion covid19 otorgar chileno importante motivo orgulloso ir ir,1
1185,1185,1185,Flores del oriente,@fernanflowerss,2021-02-17,adelantar fecha vacunacion cronico tambien prioridad ministeriosalud,1
1186,1186,1186,Alexander Mendible,@mendible9409,2021-02-17,revisar cronograma vacunacion meta segun creer ano turno,1
1187,1187,1187,Francisca RoCa,@_franroca,2021-02-17,onda atrasar comorbilidad mal,1
1188,1188,1188,Cybertaita,@Cybertaita,2021-02-17,si cer existir hacer 10 ano dado luis carlo restrepo diego palacio saba pretelt jorge noguera maria pilar hurtado andres felipe arias fijo muerto deberir justicia,1
1189,1189,1189,Lodire,@lobravoi,2021-02-17,oír rodolfocarter hacer excelente trabajo alcalde deberir implementar parecido poder tener 30 marzo buen numero poblacion vacunado,1
1190,1190,1190,Joaquín Eguiluz,@Jeguiluz23,2021-02-17,reverendo lata cronico tirado pal 8 marzo uu,1
1191,1191,1191,Matías Montero,@Matias_MM_1996,2021-02-17,pregunta creer aplicar mucho situación miedo aquel conocer ignorancia hacer cobarde receloso,1
1192,1192,1192,La vida es BELLA SIEMPRE,@MenteAburrida,2021-02-17,mas importante llegada vacuna primero poquito imptt ultimo,1
1193,1193,1193,Lizette.,@LizitosDeOro,2021-02-17,si menos priorizado si menos traer mas vacuna si menos gobierno tanto inepto,1
1194,1194,1194,Lorenzo Araujo,@lorenzoaraujo63,2021-02-17,vacunar él amor propio ser querido vacuna prevenir infectar él covid 19 esfuerzo mucho persona prevenir mas muerte,1
1195,1195,1195,AlbaniaCamacho,@AlbaniaCamacho,2021-02-17,covi19 matar vacuna proteger asi mas claro,1
1196,1196,1196,DJ ANGEL,@lionmax__,2021-02-17,19 ano edad ir vacunar,1
1197,1197,1197,India Güaricha,@IndiaGuaricha,2021-02-17,gobierno ser capaz asegurar segundo dosis recibir primero dia,1
1198,1198,1198,viktor Contreras,@viktorclop,2021-02-17,ahhhhh entender cordobo primero lugar llegar vacuna decir alvarouribevel llamar doctor trabajar sector salud asegurado chuzado,1
1199,1199,1199,Nico,@NoTnemoMinistra,2021-02-17,si prioridad vacunar el profesor volver clase presencial mismo urgencia deberir vacunar el estudiante valdebenitonato doctor911cl izkia tvmonica patty,1
1200,1200,1200,Ácido Mordaz,@acido_mordaz,2021-02-17,preguntar si vacuno saber foto red social vacuna igual hacer efecto,1
1201,1201,1201,marylin valentin #YoMeVacuno,@marylinvalenti5,2021-02-17,376 caso nuevo 5010 test 75 test positivo 5119 caso activo 5 fallecido 80 pac cti llegar 50000 caso totalesvenimo bajar caso nuevo test positivosel indice harvardaumentar caso interior,1
1202,1202,1202,𝒱𝒶𝓁𝑒𝓇𝒾𝒶,@valeyach,2021-02-17,insolito vacunir profesor todavia estar condición volver enfermo cronico especialmente patologia mas severo cambiar fecha querer respeto,1
1203,1203,1203,Karindy,@Karindy1234,2021-02-17,actualizacion vacunacion primero dia noche solo sensacion dolor zona pinchazo tomar 2 ibuprofeno vivirar,1
1204,1204,1204,Joan Moya,@joanmoya24,2021-02-17,mejor publicidad realizado presidente familia ser primero vacunar él visto sociedad 40 querer vacunar él bajar menos 10 ahora mas duda vacuna poner cada,1
1205,1205,1205,Junior Segura,@JuniorSeguraMD,2021-02-17,comprobar centro periodismo dominicano total basura vendido presentar imagen personal sanitario vacunar él cierto gesto expresivo causar sensacion agradable poblacion lik visita penoso,1
1206,1206,1206,Sergio Gomez,@sagomezf,2021-02-17,criticar si invitar dejar ver vaso medio vacio solo 50000 vacuna ver él medio lleno gracias dio llegar 50000 vacuna continuar llegar muchisimo mas mes siguiente,1
1207,1207,1207,Valeria Giovanoni,@valeriagiovanon,2021-02-16,cinco fallecimiento covid19 martes 8 caso nuevo salto 214 caso activo menos lunes 5119 caso activo pais vapoco movilidad d s ventilacion higiene burbujitar 10 dia aislamiento,1
1208,1208,1208,Maria Cristina Amoruso,@MariaCr88584403,2021-02-16,asir esposo recibir mail informar atento turno proximamente recibir medio,1
1209,1209,1209,Dr Astronauta,@hermenncito,2021-02-16,ir empezar vacunar 3 edad poner segundo dosis medico vacunar hacer 2 mes,1
1210,1210,1210,Rubén David Castillo,@DrDavidCastillo,2021-02-16,presidente luisabinader vacuno llegar poco vacuna seguir humilde accionar vacunar viaje avisar llegar pfizer,1
1211,1211,1211,Andrés Monsalve - Coach,@MonsalveCoach,2021-02-16,oi discar cual vacuna,1
1212,1212,1212,"Angélica Noboa Pagán
♟",@AngelicaNoboaP,2021-02-16,doler vacuna gran cosa ensayar bastante pcr,1
1213,1213,1213,Jesus Batista Suriel,@JesusBatistaSu,2021-02-16,presidente luisabinader vacunar turno segun protocolo lacayo ahora querer vacune acabar él red decir abusar poder,1
1214,1214,1214,Jesus Batista Suriel,@JesusBatistaSu,2021-02-16,indignante mucho gente escrupulo querer aprovechar él covi19 animar poblacion vacunar él verdad miope malvado buen estar poder perverso oportunista,1
1215,1215,1215,Ramón Pichardo,@ramonrppbobina,2021-02-16,presidente luis abinader luisabinader josepaliza hoy estar tratar hacer vacunacion covis19 rd aqui preso carcel yeniberenice posible preso confianza vender terror,1
1216,1216,1216,Laureano de la Cruz,@lauredelacruz,2021-02-16,responsable solo vacunandono sino tambien mantener uso mascarillo distanciamiento social evitar publicar falsedad red social,1
1217,1217,1217,Alejandro Garrido Iribarren,@alejandroegi,2021-02-16,vacuna pa profe asistente educacion jama aqui solo vacunar mayor 60 ano,1
1218,1218,1218,Claudia Oliva #RenunciaPiñera,@ClaudiaOliva77,2021-02-16,dos papito vacunado alegriar,1
1219,1219,1219,ESTENOTICIAS26,@estenoticia26rd,2021-02-16,llegar primero vacuna facil pais rico acaparar primero dejar yo querer comenzar proceso importante,1
1220,1220,1220,Lic. Patricia Angélica,@Bendecida1111,2021-02-16,ser logistica ir vacunar él covid19 cc luisabinader,1
1221,1221,1221,Rgm480,@rgm480,2021-02-16,tanto dispuesto vacunar yo abuela amenazar yo si robo turno matar decir ajorca matar javilla despue pegar fuego matar saludpublicar chanelsocial lacallerd,1
1222,1222,1222,Juan Carlos Escudero,@AlcaldeEscudero,2021-02-16,recibo alegria noticia secretario salud mauriciolibrero respecto reducir caso municipio 0 caso activo preparar recibir vacunacion seguro responsable,1
1223,1223,1223,Carmen Curiel,@CarmenCuriel04,2021-02-16,esperar toque vacunar yo nadie grabar tirar foto posible dia acabar plan vacunacion todavia doler puyo influenza septiembre,1
